delivery_id,part_id,source_warehouse,destination_site,destination_lat,destination_lon,order_date,planned_delivery_date,actual_delivery_date,quantity,transport_mode,delivery_cost,delivery_status,distance_km
DEL000870,SP00199,WH05,Site_A,18.924697,73.764171,2024-07-05,2024-07-06,2024-07-09,7,Express,7100.26,Delivered,454.16
DEL000871,SP00005,WH05,Site_E,19.060169,74.352256,2024-07-05,2024-07-06,2024-07-05,9,Express,4871.32,Delivered,297.52
DEL000872,SP00022,WH02,Site_B,28.918852,76.245826,2024-07-05,2024-07-06,2024-07-08,3,Express,3809.7,Delivered,277.06
DEL000873,SP00088,WH02,Site_D,28.514462,77.137946,2024-07-05,2024-07-06,2024-07-07,5,Express,4729.68,Delivered,292.21
DEL000874,SP00109,WH03,Site_E,13.166364,80.821602,2024-07-07,2024-07-12,2024-07-15,4,Road,2359.08,Delivered,306.4
DEL000875,SP00035,WH02,Site_B,30.151413,76.236809,2024-07-07,2024-07-09,2024-07-09,8,Air,9471.7,Delivered,758.07
DEL000876,SP00179,WH01,Site_D,17.405203,74.717039,2024-07-07,2024-07-09,2024-07-10,6,Air,6635.29,Delivered,594.52
DEL000877,SP00044,WH02,Site_B,26.909166,75.440275,2024-07-07,2024-07-09,2024-07-11,7,Air,6255.52,Delivered,531.83
DEL000878,SP00132,WH04,Site_A,21.075739,90.312258,2024-07-10,2024-07-12,2024-07-11,9,Air,5685.66,Delivered,490.91
DEL000879,SP00046,WH03,Site_A,13.958902,81.351461,2024-07-11,2024-07-13,2024-07-15,7,Air,9845.56,Delivered,749.22
DEL000880,SP00195,WH03,Site_C,14.19893,81.719022,2024-07-12,2024-07-13,2024-07-14,9,Express,3237.1,Delivered,229.07
DEL000881,SP00053,WH03,Site_C,11.88929,81.478856,2024-07-12,2024-07-13,2024-07-12,10,Express,3135.08,Delivered,220.05
DEL000882,SP00085,WH02,Site_E,28.134721,76.245004,2024-07-12,2024-07-19,2024-07-19,3,Road,2463.39,Delivered,293.52
DEL000883,SP00058,WH01,Site_E,18.110756,73.31988,2024-07-15,2024-07-18,2024-07-17,1,Road,5332.31,Delivered,737.09
DEL000884,SP00130,WH05,Site_D,20.251516,71.857181,2024-07-15,2024-07-16,2024-07-16,7,Express,952.74,Delivered,64.69
DEL000885,SP00170,WH01,Site_C,18.941977,70.930016,2024-07-15,2024-07-21,2024-07-22,10,Road,5099.39,Delivered,588.15
DEL000886,SP00159,WH03,Site_E,13.86183,81.383336,2024-07-17,2024-07-19,2024-07-19,5,Air,4033.18,Delivered,309.26
DEL000887,SP00154,WH01,Site_C,18.493878,73.909644,2024-07-17,2024-07-24,2024-07-23,4,Road,1289.92,Delivered,165.6
DEL000888,SP00145,WH01,Site_A,20.980826,71.169825,2024-07-18,2024-07-24,2024-07-26,7,Road,3690.89,Delivered,494.26
DEL000889,SP00163,WH01,Site_A,19.500149,74.023962,2024-07-18,2024-07-21,2024-07-20,8,Road,1803.86,Delivered,209.45
DEL000890,SP00119,WH03,Site_D,11.545005,80.114566,2024-07-18,2024-07-23,2024-07-24,1,Road,5953.64,Delivered,738.41
DEL000891,SP00083,WH01,Site_D,21.038411,74.518381,2024-07-18,2024-07-20,2024-07-19,6,Air,2694.88,Delivered,249.0
DEL000892,SP00071,WH05,Site_B,19.556585,75.532221,2024-07-18,2024-07-19,2024-07-19,4,Express,1680.5,Delivered,121.37
DEL000893,SP00193,WH04,Site_C,22.966782,87.873163,2024-07-19,2024-07-21,2024-07-23,2,Air,1569.8,Delivered,127.29
DEL000894,SP00047,WH02,Site_C,27.589223,76.496245,2024-07-19,2024-07-20,2024-07-22,9,Express,4295.53,Delivered,273.63
DEL000895,SP00059,WH03,Site_E,13.823902,80.509542,2024-07-20,2024-07-21,2024-07-21,8,Express,11472.45,Delivered,739.11
DEL000896,SP00150,WH03,Site_E,14.895865,78.793354,2024-07-20,2024-07-23,2024-07-23,5,Road,3715.02,Delivered,446.88
DEL000897,SP00152,WH05,Site_A,17.382191,73.29607,2024-07-20,2024-07-22,2024-07-21,3,Air,8122.02,Delivered,741.11
DEL000898,SP00086,WH05,Site_E,19.203574,74.123624,2024-07-20,2024-07-21,2024-07-24,6,Express,1537.46,Delivered,110.71
DEL000899,SP00194,WH04,Site_D,22.033904,90.13894,2024-07-21,2024-07-22,2024-07-25,6,Express,1617.38,Delivered,112.99
DEL000900,SP00087,WH05,Site_C,18.472445,73.203645,2024-07-21,2024-07-22,2024-07-23,6,Express,11997.17,Delivered,772.32
DEL000901,SP00025,WH02,Site_A,28.974492,76.141661,2024-07-21,2024-07-22,2024-07-21,3,Express,2189.76,Delivered,160.86
DEL000902,SP00055,WH04,Site_A,21.560168,89.34683,2024-07-25,2024-07-30,2024-07-30,3,Road,3248.82,Delivered,372.15
DEL000903,SP00049,WH01,Site_E,20.293965,70.902323,2024-07-25,2024-08-01,2024-08-03,8,Road,2055.83,Delivered,264.73
DEL000904,SP00144,WH01,Site_C,17.237769,71.119572,2024-07-25,2024-07-31,2024-08-01,3,Road,2042.05,Delivered,263.31
DEL000905,SP00186,WH01,Site_B,19.906434,74.641732,2024-07-25,2024-07-27,2024-07-27,3,Air,5378.26,Delivered,437.91
DEL000906,SP00056,WH05,Site_B,16.874434,73.245465,2024-07-29,2024-07-31,2024-08-02,10,Air,8747.12,Delivered,696.59
DEL000907,SP00031,WH01,Site_B,18.938509,70.914542,2024-08-02,2024-08-09,2024-08-11,4,Road,2590.61,Delivered,334.92
DEL000908,SP00185,WH02,Site_E,30.556824,79.067176,2024-08-02,2024-08-03,2024-08-03,10,Express,9589.97,Delivered,618.68
DEL000909,SP00006,WH05,Site_A,20.061822,72.187186,2024-08-02,2024-08-03,2024-08-03,5,Express,10535.75,Delivered,707.39
DEL000910,SP00078,WH05,Site_B,16.679689,73.940933,2024-08-02,2024-08-08,2024-08-10,8,Road,4930.32,Delivered,573.26
DEL000911,SP00083,WH02,Site_E,28.151874,75.955604,2024-08-02,2024-08-07,2024-08-07,4,Road,1253.13,Delivered,168.21
DEL000912,SP00061,WH01,Site_B,17.309526,74.365804,2024-08-05,2024-08-07,2024-08-10,8,Air,2343.43,Delivered,206.19
DEL000913,SP00155,WH05,Site_A,19.241006,72.40452,2024-08-05,2024-08-06,2024-08-05,5,Express,12352.39,Delivered,763.09
DEL000914,SP00089,WH02,Site_A,28.157981,78.217495,2024-08-06,2024-08-08,2024-08-11,10,Air,951.94,Delivered,72.41
DEL000915,SP00176,WH02,Site_A,27.884663,78.685145,2024-08-06,2024-08-07,2024-08-07,4,Express,6957.2,Delivered,456.08
DEL000916,SP00175,WH02,Site_C,30.083222,78.358789,2024-08-06,2024-08-09,2024-08-10,4,Road,1062.01,Delivered,140.69
DEL000917,SP00111,WH03,Site_E,14.136716,80.606347,2024-08-06,2024-08-08,2024-08-11,4,Air,1149.8,Delivered,90.05
DEL000918,SP00058,WH01,Site_D,19.863503,71.097074,2024-08-07,2024-08-09,2024-08-11,9,Air,5137.88,Delivered,446.77
DEL000919,SP00099,WH03,Site_B,12.651875,79.580122,2024-08-07,2024-08-08,2024-08-08,6,Express,7772.47,Delivered,553.0
DEL000920,SP00007,WH05,Site_D,18.279779,73.946982,2024-08-07,2024-08-09,2024-08-10,5,Air,4626.99,Delivered,400.67
DEL000921,SP00092,WH05,Site_B,18.845666,73.833743,2024-08-07,2024-08-10,2024-08-13,3,Road,2596.34,Delivered,305.96
DEL000922,SP00169,WH05,Site_B,19.352351,75.155605,2024-08-07,2024-08-12,2024-08-12,3,Road,2086.52,Delivered,284.1
DEL000923,SP00163,WH04,Site_E,21.27136,88.400704,2024-08-08,2024-08-10,2024-08-11,9,Air,1505.62,Delivered,126.73
DEL000924,SP00055,WH01,Site_C,18.226986,73.864567,2024-08-08,2024-08-09,2024-08-09,8,Express,9659.92,Delivered,598.38
DEL000925,SP00169,WH03,Site_E,13.573984,78.751527,2024-08-08,2024-08-10,2024-08-11,4,Air,2891.03,Delivered,240.09
DEL000926,SP00053,WH01,Site_D,20.937249,72.377765,2024-08-08,2024-08-09,2024-08-08,6,Express,9494.42,Delivered,615.8
DEL000927,SP00190,WH02,Site_D,27.57647,76.970337,2024-08-08,2024-08-14,2024-08-16,4,Road,3823.54,Delivered,523.78
DEL000928,SP00164,WH05,Site_C,18.557516,73.672855,2024-08-11,2024-08-13,2024-08-14,7,Air,8393.24,Delivered,652.89
DEL000929,SP00124,WH01,Site_E,19.423114,71.149029,2024-08-11,2024-08-12,2024-08-15,8,Express,7884.12,Delivered,556.9
DEL000930,SP00175,WH02,Site_A,29.265103,77.952312,2024-08-11,2024-08-16,2024-08-19,5,Road,5085.81,Delivered,614.9
DEL000931,SP00162,WH04,Site_E,23.347932,88.933436,2024-08-11,2024-08-12,2024-08-12,9,Express,8483.68,Delivered,528.16
DEL000932,SP00089,WH02,Site_C,28.337038,76.972347,2024-08-11,2024-08-14,2024-08-16,1,Road,1046.95,Delivered,135.84
DEL000933,SP00093,WH03,Site_E,12.537952,78.658209,2024-08-12,2024-08-14,2024-08-15,9,Air,4662.9,Delivered,420.3
DEL000934,SP00122,WH03,Site_A,12.688371,81.291583,2024-08-12,2024-08-13,2024-08-12,6,Express,10686.6,Delivered,704.72
DEL000935,SP00152,WH05,Site_B,16.630453,73.808692,2024-08-12,2024-08-13,2024-08-15,10,Express,8928.5,Delivered,600.49
DEL000936,SP00065,WH01,Site_C,17.820433,72.536276,2024-08-13,2024-08-14,2024-08-13,7,Express,2946.2,Delivered,210.35
DEL000937,SP00158,WH03,Site_E,12.579832,81.776172,2024-08-15,2024-08-18,2024-08-20,8,Road,801.5,Delivered,101.87
DEL000938,SP00195,WH01,Site_B,18.449187,71.864781,2024-08-15,2024-08-21,2024-08-24,2,Road,5087.25,Delivered,622.87
DEL000939,SP00042,WH04,Site_B,23.413868,86.698147,2024-08-15,2024-08-17,2024-08-17,3,Air,7203.44,Delivered,600.7
DEL000940,SP00080,WH01,Site_C,17.204668,74.140689,2024-08-15,2024-08-19,2024-08-19,8,Road,3155.8,Delivered,405.38
DEL000941,SP00181,WH02,Site_E,29.951031,78.330144,2024-08-17,2024-08-22,2024-08-25,10,Road,1701.95,Delivered,202.12
DEL000942,SP00166,WH03,Site_A,11.328435,79.90955,2024-08-17,2024-08-18,2024-08-18,8,Express,3317.61,Delivered,238.45
DEL000943,SP00034,WH01,Site_A,20.159449,71.144414,2024-08-21,2024-08-27,2024-08-29,2,Road,837.81,Delivered,103.35
DEL000944,SP00148,WH03,Site_C,13.220851,81.67421,2024-08-21,2024-08-23,2024-08-24,5,Air,3644.57,Delivered,312.36
DEL000945,SP00043,WH04,Site_C,21.009592,86.790313,2024-08-21,2024-08-25,2024-08-26,8,Road,5615.65,Delivered,779.33
DEL000946,SP00066,WH04,Site_C,22.893281,87.136267,2024-08-21,2024-08-22,2024-08-22,1,Express,10875.35,Delivered,667.31
DEL000947,SP00047,WH04,Site_A,24.166265,88.010968,2024-08-22,2024-08-24,2024-08-26,9,Air,7855.73,Delivered,613.41
DEL000948,SP00149,WH05,Site_B,18.869605,72.624183,2024-08-23,2024-08-24,2024-08-23,2,Express,6635.82,Delivered,461.25
DEL000949,SP00123,WH03,Site_E,14.701265,82.041835,2024-08-23,2024-08-25,2024-08-26,1,Air,7794.74,Delivered,615.27
DEL000950,SP00081,WH01,Site_C,19.993644,72.264616,2024-08-27,2024-08-29,2024-08-30,9,Air,9148.87,Delivered,793.95
DEL000951,SP00177,WH03,Site_B,11.611342,80.044634,2024-08-27,2024-09-02,2024-09-01,2,Road,3336.45,Delivered,412.6
DEL000952,SP00088,WH02,Site_D,28.398331,76.837612,2024-08-27,2024-09-01,2024-09-01,10,Road,3105.5,Delivered,413.67
DEL000953,SP00084,WH05,Site_A,19.440761,72.9916,2024-08-27,2024-08-28,2024-08-29,10,Express,9893.85,Delivered,726.7
DEL000954,SP00035,WH01,Site_E,19.031147,73.440413,2024-08-27,2024-08-29,2024-08-28,4,Air,1072.78,Delivered,99.0
DEL000955,SP00007,WH01,Site_C,17.875605,73.782621,2024-08-28,2024-08-30,2024-09-02,3,Air,1474.18,Delivered,127.13
DEL000956,SP00038,WH03,Site_D,15.071954,82.260851,2024-08-28,2024-08-29,2024-08-29,4,Express,2742.55,Delivered,188.97
DEL000957,SP00086,WH02,Site_E,27.736471,78.51543,2024-08-28,2024-08-29,2024-08-30,7,Express,2171.24,Delivered,144.17
DEL000958,SP00150,WH01,Site_C,18.422587,71.614675,2024-09-03,2024-09-09,2024-09-11,7,Road,6414.93,Delivered,780.07
DEL000959,SP00068,WH01,Site_D,17.845847,72.948989,2024-09-03,2024-09-06,2024-09-06,1,Road,3245.28,Delivered,419.11
DEL000960,SP00028,WH02,Site_B,30.223227,77.951472,2024-09-03,2024-09-05,2024-09-05,3,Air,7567.44,Delivered,596.21
DEL000961,SP00027,WH03,Site_B,13.618281,79.129886,2024-09-09,2024-09-13,2024-09-12,4,Road,6445.43,Delivered,778.0
DEL000962,SP00111,WH03,Site_C,12.997005,79.113954,2024-09-09,2024-09-10,2024-09-10,1,Express,4387.79,Delivered,276.28
DEL000963,SP00159,WH05,Site_D,16.908306,74.509956,2024-09-09,2024-09-16,2024-09-16,7,Road,2819.75,Delivered,358.53
DEL000964,SP00019,WH04,Site_E,24.058277,88.394913,2024-09-10,2024-09-12,2024-09-13,2,Air,7328.48,Delivered,598.06
DEL000965,SP00153,WH04,Site_B,22.740627,89.864229,2024-09-10,2024-09-12,2024-09-11,5,Air,7927.08,Delivered,689.01
DEL000966,SP00026,WH05,Site_C,19.305439,74.242591,2024-09-11,2024-09-15,2024-09-17,10,Road,3260.35,Delivered,423.5
DEL000967,SP00106,WH05,Site_A,18.686897,72.211665,2024-09-11,2024-09-18,2024-09-20,7,Road,4669.73,Delivered,535.49
DEL000968,SP00007,WH02,Site_A,27.622418,78.356615,2024-09-11,2024-09-13,2024-09-16,10,Air,2073.63,Delivered,188.58
DEL000969,SP00015,WH02,Site_A,28.746692,76.283805,2024-09-12,2024-09-14,2024-09-16,6,Air,8017.48,Delivered,645.24
DEL000970,SP00021,WH03,Site_C,11.365324,80.969011,2024-09-13,2024-09-16,2024-09-18,5,Road,4886.84,Delivered,556.59
DEL000971,SP00140,WH04,Site_D,21.986066,90.272806,2024-09-13,2024-09-15,2024-09-17,5,Air,9806.66,Delivered,746.17
DEL000972,SP00139,WH05,Site_B,18.352493,75.07033,2024-09-13,2024-09-17,2024-09-20,5,Road,2707.75,Delivered,311.32
DEL000973,SP00161,WH05,Site_C,17.177463,74.117779,2024-09-13,2024-09-15,2024-09-18,7,Air,2768.34,Delivered,215.77
DEL000974,SP00075,WH05,Site_E,17.859023,73.984266,2024-09-13,2024-09-17,2024-09-16,5,Road,1325.7,Delivered,166.15
DEL000975,SP00136,WH05,Site_A,18.310281,75.77857,2024-09-14,2024-09-16,2024-09-18,3,Air,7610.03,Delivered,664.31
DEL000976,SP00126,WH04,Site_A,23.306202,87.284474,2024-09-14,2024-09-15,2024-09-16,5,Express,10851.83,Delivered,740.96
DEL000977,SP00108,WH05,Site_E,19.89369,74.182498,2024-09-14,2024-09-15,2024-09-15,10,Express,8421.72,Delivered,603.74
DEL000978,SP00172,WH05,Site_B,17.180429,74.317214,2024-09-14,2024-09-15,2024-09-18,8,Express,10729.91,Delivered,655.58
DEL000979,SP00044,WH02,Site_B,29.260798,77.733833,2024-09-14,2024-09-16,2024-09-19,2,Air,6436.92,Delivered,509.84
DEL000980,SP00195,WH02,Site_D,29.341316,76.78974,2024-09-15,2024-09-16,2024-09-17,9,Express,9339.3,Delivered,567.37
DEL000981,SP00171,WH01,Site_E,20.743364,71.675332,2024-09-15,2024-09-16,2024-09-15,2,Express,861.36,Delivered,52.44
DEL000982,SP00065,WH01,Site_B,19.54456,71.881768,2024-09-15,2024-09-17,2024-09-20,7,Air,1714.31,Delivered,135.98
DEL000983,SP00047,WH05,Site_A,20.288675,74.533756,2024-09-15,2024-09-17,2024-09-19,2,Air,4977.59,Delivered,428.26
DEL000984,SP00121,WH02,Site_E,29.710225,75.41148,2024-09-18,2024-09-20,2024-09-23,5,Air,1232.74,Delivered,98.44
DEL000985,SP00113,WH03,Site_B,14.743255,79.425331,2024-09-21,2024-09-26,2024-09-26,8,Road,2638.79,Delivered,342.86
DEL000986,SP00094,WH02,Site_B,30.042791,77.197914,2024-09-22,2024-09-29,2024-10-02,8,Road,2151.19,Delivered,296.8
DEL000987,SP00158,WH02,Site_E,28.515658,76.206853,2024-09-23,2024-09-25,2024-09-28,2,Air,7965.33,Delivered,731.51
DEL000988,SP00090,WH05,Site_A,19.104332,74.186272,2024-09-23,2024-09-25,2024-09-27,2,Air,2387.22,Delivered,184.58
DEL000989,SP00200,WH03,Site_D,13.987101,82.093032,2024-09-26,2024-09-27,2024-09-27,4,Express,5426.09,Delivered,393.18
DEL000990,SP00098,WH01,Site_D,17.286347,71.162882,2024-09-26,2024-09-28,2024-09-30,1,Air,5324.06,Delivered,465.21
DEL000991,SP00081,WH02,Site_E,29.800231,78.051778,2024-09-26,2024-09-27,2024-09-29,1,Express,5241.78,Delivered,319.28
DEL000992,SP00163,WH02,Site_B,27.818897,75.286779,2024-09-26,2024-09-28,2024-09-29,9,Air,7556.93,Delivered,675.87
DEL000993,SP00075,WH02,Site_D,28.978058,77.105904,2024-09-26,2024-09-28,2024-10-01,7,Air,8580.74,Delivered,656.26
DEL000994,SP00158,WH02,Site_B,30.432811,75.405956,2024-09-30,2024-10-01,2024-10-01,5,Express,2764.78,Delivered,181.79
DEL000995,SP00032,WH05,Site_D,17.921078,75.436668,2024-09-30,2024-10-06,2024-10-05,3,Road,1613.7,Delivered,203.18
DEL000996,SP00070,WH05,Site_A,17.856714,73.422127,2024-09-30,2024-10-04,2024-10-06,2,Road,4434.63,Delivered,584.02
DEL000997,SP00023,WH02,Site_D,29.885487,77.237332,2024-09-30,2024-10-01,2024-10-02,2,Express,1510.7,Delivered,93.33
DEL000998,SP00123,WH02,Site_C,27.350897,77.584889,2024-09-30,2024-10-02,2024-10-03,9,Air,3117.25,Delivered,260.14
DEL000999,SP00031,WH04,Site_E,22.295128,88.011336,2024-10-01,2024-10-02,2024-10-05,5,Express,3763.71,Delivered,250.19
DEL001000,SP00096,WH04,Site_D,22.311113,88.054766,2024-10-06,2024-10-12,2024-10-14,9,Road,2481.65,Delivered,303.92
DEL001001,SP00001,WH01,Site_B,19.548435,73.942572,2024-10-07,2024-10-09,2024-10-12,1,Air,7364.47,Delivered,649.16
DEL001002,SP00082,WH05,Site_B,20.249003,75.354706,2024-10-07,2024-10-09,2024-10-09,7,Air,6001.55,Delivered,478.0
DEL001003,SP00161,WH01,Site_C,20.035104,74.815043,2024-10-08,2024-10-09,2024-10-11,3,Express,8442.18,Delivered,524.29
DEL001004,SP00044,WH01,Site_A,17.833081,72.449531,2024-10-08,2024-10-09,2024-10-12,4,Express,2967.91,Delivered,199.77
DEL001005,SP00126,WH03,Site_A,11.373814,80.00394,2024-10-08,2024-10-10,2024-10-13,8,Air,5209.2,Delivered,453.61
DEL001006,SP00010,WH02,Site_C,29.835782,77.863585,2024-10-08,2024-10-10,2024-10-12,5,Air,920.71,Delivered,79.48
DEL001007,SP00139,WH03,Site_D,12.819115,79.155033,2024-10-08,2024-10-10,2024-10-10,4,Air,4456.14,Delivered,339.11
DEL001008,SP00118,WH04,Site_C,23.75772,89.607544,2024-10-11,2024-10-15,2024-10-14,3,Road,5247.07,Delivered,713.41
DEL001009,SP00153,WH01,Site_A,19.044345,73.875948,2024-10-11,2024-10-18,2024-10-18,5,Road,6381.82,Delivered,775.6
DEL001010,SP00186,WH04,Site_A,22.823858,89.229706,2024-10-11,2024-10-13,2024-10-12,3,Air,2398.23,Delivered,211.18
DEL001011,SP00001,WH03,Site_D,14.171035,81.604757,2024-10-11,2024-10-13,2024-10-13,8,Air,5958.2,Delivered,476.66
DEL001012,SP00171,WH03,Site_E,13.470927,78.593928,2024-10-11,2024-10-13,2024-10-16,3,Air,6146.13,Delivered,500.26
DEL001013,SP00195,WH04,Site_A,20.630547,87.507127,2024-10-13,2024-10-15,2024-10-16,9,Air,9215.65,Delivered,712.55
DEL001014,SP00156,WH02,Site_A,30.400094,78.850104,2024-10-13,2024-10-20,2024-10-19,4,Road,4731.82,Delivered,579.43
DEL001015,SP00145,WH01,Site_D,18.766134,72.12628,2024-10-15,2024-10-16,2024-10-16,9,Express,3254.87,Delivered,229.66
DEL001016,SP00087,WH01,Site_E,19.271264,73.628532,2024-10-15,2024-10-19,2024-10-19,4,Road,4995.35,Delivered,585.69
DEL001017,SP00089,WH01,Site_D,20.074223,73.866431,2024-10-15,2024-10-17,2024-10-17,2,Air,7777.84,Delivered,675.28
DEL001018,SP00030,WH04,Site_D,21.708025,89.056789,2024-10-15,2024-10-20,2024-10-21,2,Road,929.08,Delivered,107.41
DEL001019,SP00092,WH01,Site_B,18.229829,74.47016,2024-10-20,2024-10-21,2024-10-24,3,Express,10574.67,Delivered,649.06
DEL001020,SP00007,WH04,Site_E,23.542504,88.325624,2024-10-20,2024-10-25,2024-10-28,4,Road,3526.43,Delivered,428.44
DEL001021,SP00014,WH03,Site_E,11.25032,81.897427,2024-10-20,2024-10-27,2024-10-30,2,Road,685.55,Delivered,79.07
DEL001022,SP00128,WH02,Site_C,27.337339,75.694176,2024-10-20,2024-10-22,2024-10-24,8,Air,7806.47,Delivered,648.1
DEL001023,SP00085,WH02,Site_E,27.066706,78.663363,2024-10-20,2024-10-23,2024-10-22,9,Road,2120.21,Delivered,281.74
DEL001024,SP00033,WH02,Site_A,27.696716,76.26887,2024-10-22,2024-10-24,2024-10-25,8,Air,3001.15,Delivered,250.04
DEL001025,SP00059,WH03,Site_E,12.134398,81.265692,2024-10-22,2024-10-23,2024-10-23,3,Express,1239.14,Delivered,82.5
DEL001026,SP00150,WH04,Site_C,22.069338,90.014987,2024-10-24,2024-10-27,2024-10-26,4,Road,4173.37,Delivered,497.88
DEL001027,SP00041,WH04,Site_C,23.649661,89.1799,2024-10-24,2024-10-26,2024-10-26,2,Air,1969.41,Delivered,181.22
DEL001028,SP00158,WH04,Site_A,24.032903,90.296255,2024-10-24,2024-10-25,2024-10-26,6,Express,4222.55,Delivered,275.61
DEL001029,SP00028,WH05,Site_D,17.333798,72.080659,2024-10-24,2024-10-26,2024-10-26,9,Air,3824.11,Delivered,332.41
DEL001030,SP00057,WH03,Site_E,14.866245,80.14489,2024-10-24,2024-10-30,2024-11-02,7,Road,4683.31,Delivered,638.07
DEL001031,SP00145,WH03,Site_B,13.215649,81.078368,2024-10-25,2024-10-26,2024-10-28,1,Express,6802.46,Delivered,472.26
DEL001032,SP00015,WH04,Site_A,22.542236,89.536274,2024-10-25,2024-10-26,2024-10-25,2,Express,7153.15,Delivered,459.55
DEL001033,SP00018,WH03,Site_C,11.336155,81.160309,2024-10-25,2024-10-27,2024-10-27,10,Air,5488.75,Delivered,445.33
DEL001034,SP00132,WH02,Site_B,26.893439,76.480602,2024-10-25,2024-10-31,2024-11-03,6,Road,1181.56,Delivered,136.85
DEL001035,SP00176,WH01,Site_A,19.131221,74.818664,2024-10-26,2024-10-27,2024-10-29,6,Express,4046.18,Delivered,282.5
DEL001036,SP00126,WH01,Site_C,17.172235,74.249955,2024-10-26,2024-10-27,2024-10-30,2,Express,6409.79,Delivered,429.49
DEL001037,SP00086,WH03,Site_E,13.000172,81.629488,2024-10-29,2024-10-31,2024-11-02,9,Air,9161.51,Delivered,717.28
DEL001038,SP00149,WH02,Site_C,27.601503,75.764114,2024-10-30,2024-11-01,2024-11-02,2,Air,6943.54,Delivered,611.28
DEL001039,SP00032,WH03,Site_A,11.850769,80.478707,2024-10-30,2024-10-31,2024-10-31,1,Express,1285.62,Delivered,90.87
DEL001040,SP00079,WH02,Site_D,30.005587,76.373132,2024-11-01,2024-11-06,2024-11-05,3,Road,1228.57,Delivered,154.55
DEL001041,SP00022,WH01,Site_A,17.40672,74.123137,2024-11-01,2024-11-02,2024-11-04,9,Express,10409.14,Delivered,637.96
DEL001042,SP00006,WH04,Site_B,21.628068,87.886059,2024-11-04,2024-11-09,2024-11-10,5,Road,2308.16,Delivered,283.7
DEL001043,SP00068,WH01,Site_C,19.936707,73.469099,2024-11-04,2024-11-08,2024-11-09,6,Road,3385.6,Delivered,427.25
DEL001044,SP00061,WH04,Site_B,23.17648,88.868686,2024-11-04,2024-11-06,2024-11-06,1,Air,6786.67,Delivered,592.55
DEL001045,SP00176,WH02,Site_A,27.57206,78.621973,2024-11-04,2024-11-09,2024-11-12,9,Road,4062.48,Delivered,549.78
DEL001046,SP00184,WH01,Site_A,17.577726,71.485697,2024-11-07,2024-11-09,2024-11-12,10,Air,9715.85,Delivered,763.28
DEL001047,SP00176,WH01,Site_B,19.694883,73.942418,2024-11-08,2024-11-09,2024-11-11,4,Express,8912.06,Delivered,630.22
DEL001048,SP00164,WH05,Site_D,19.309134,73.380811,2024-11-09,2024-11-14,2024-11-15,9,Road,5382.55,Delivered,694.91
DEL001049,SP00041,WH01,Site_A,17.313168,71.503023,2024-11-09,2024-11-10,2024-11-13,6,Express,2146.77,Delivered,152.58
DEL001050,SP00171,WH05,Site_B,17.708836,73.840434,2024-11-09,2024-11-10,2024-11-13,8,Express,10126.06,Delivered,662.61
DEL001051,SP00169,WH05,Site_C,17.369809,72.593361,2024-11-09,2024-11-14,2024-11-16,2,Road,5114.76,Delivered,633.5
DEL001052,SP00023,WH02,Site_A,28.182948,78.855167,2024-11-09,2024-11-10,2024-11-12,3,Express,1698.2,Delivered,124.56
DEL001053,SP00102,WH05,Site_D,20.13873,75.572767,2024-11-11,2024-11-12,2024-11-11,8,Express,4059.89,Delivered,255.91
DEL001054,SP00154,WH02,Site_E,29.312205,77.627428,2024-11-11,2024-11-12,2024-11-11,4,Express,1978.24,Delivered,125.0
DEL001055,SP00175,WH03,Site_D,14.303275,79.506699,2024-11-11,2024-11-13,2024-11-16,4,Air,5667.95,Delivered,505.15
DEL001056,SP00092,WH05,Site_D,17.958004,74.458781,2024-11-11,2024-11-13,2024-11-16,6,Air,2604.54,Delivered,230.8
DEL001057,SP00154,WH05,Site_B,19.789253,75.598724,2024-11-12,2024-11-15,2024-11-15,5,Road,4045.06,Delivered,459.74
DEL001058,SP00055,WH03,Site_D,13.765659,78.402325,2024-11-12,2024-11-13,2024-11-13,6,Express,4573.28,Delivered,284.59
DEL001059,SP00074,WH01,Site_E,19.208168,72.252331,2024-11-12,2024-11-16,2024-11-16,8,Road,4617.99,Delivered,529.28
DEL001060,SP00144,WH03,Site_C,13.046807,82.194224,2024-11-13,2024-11-14,2024-11-17,3,Express,6761.52,Delivered,416.2
DEL001061,SP00032,WH01,Site_D,17.400278,73.122598,2024-11-13,2024-11-15,2024-11-15,5,Air,6237.78,Delivered,555.21
DEL001062,SP00132,WH05,Site_C,17.726709,72.414643,2024-11-13,2024-11-14,2024-11-17,2,Express,6588.95,Delivered,449.36
DEL001063,SP00010,WH01,Site_E,20.836122,73.715583,2024-11-13,2024-11-19,2024-11-21,3,Road,5634.92,Delivered,706.5
DEL001064,SP00014,WH01,Site_E,18.740304,74.024309,2024-11-13,2024-11-14,2024-11-14,3,Express,8920.5,Delivered,659.94
DEL001065,SP00023,WH01,Site_B,20.039212,72.738919,2024-11-14,2024-11-16,2024-11-17,4,Air,6958.44,Delivered,642.71
DEL001066,SP00123,WH04,Site_B,22.793622,87.810567,2024-11-15,2024-11-17,2024-11-20,7,Air,5722.98,Delivered,475.35
DEL001067,SP00141,WH02,Site_A,27.868565,76.058681,2024-11-15,2024-11-17,2024-11-17,5,Air,5163.81,Delivered,419.36
