defect_id,defect_date,equipment_id,equipment_type,defect_type,severity,root_cause_category,root_cause,rework_cost,rework_hours,detected_at,status
DEF001037,2022-04-08,EQ0018,Grader,Surface Scratch,Minor,Man,Operator Error,1860.86,3.63,Customer,Closed
DEF001038,2024-05-04,EQ0021,Excavator,Surface Scratch,Minor,Man,Fatigue,927.56,2.41,In-Process,Closed
DEF001039,2022-03-23,EQ0049,Excavator,Weld Defect,Major,Material,Wrong Specification,7683.41,9.7,Customer,In Progress
DEF001040,2023-09-12,EQ0035,Loader,Hydraulic Leak,Minor,Machine,Tool Wear,1993.54,1.23,Final Inspection,Open
DEF001041,2024-09-06,EQ0002,Grader,Hydraulic Leak,Minor,Measurement,Gauge Error,1074.19,3.79,In-Process,Closed
DEF001042,2024-02-22,EQ0048,Bulldozer,Weld Defect,Minor,Man,Insufficient Training,1064.99,3.49,In-Process,Open
DEF001043,2022-10-04,EQ0012,Dump Truck,Dimensional Variance,Major,Man,Operator Error,5772.92,11.26,Final Inspection,Closed
DEF001044,2022-01-09,EQ0036,Bulldozer,Weld Defect,Minor,Material,Substandard Material,1200.16,2.79,In-Process,Open
DEF001045,2024-12-28,EQ0023,Loader,Hydraulic Leak,Minor,Environment,Temperature Variation,770.8,3.68,Customer,Open
DEF001046,2024-06-12,EQ0019,Loader,Hydraulic Leak,Minor,Method,Incorrect Procedure,1083.55,1.53,Customer,Open
DEF001047,2023-05-05,EQ0014,Bulldozer,Hydraulic Leak,Minor,Material,Wrong Specification,267.52,2.73,In-Process,Closed
DEF001048,2024-02-16,EQ0028,Crane,Weld Defect,Minor,Machine,Tool Wear,715.28,1.37,Final Inspection,In Progress
DEF001049,2022-04-09,EQ0034,Bulldozer,Weld Defect,Major,Man,Insufficient Training,7440.57,4.18,Customer,Closed
DEF001050,2024-06-06,EQ0035,Loader,Assembly Error,Major,Material,Material Contamination,1465.01,7.48,In-Process,In Progress
DEF001051,2022-12-26,EQ0001,Grader,Dimensional Variance,Minor,Machine,Equipment Malfunction,761.4,0.76,Final Inspection,In Progress
DEF001052,2024-09-23,EQ0019,Loader,Dimensional Variance,Major,Measurement,Calibration Issue,5953.11,7.84,Customer,In Progress
DEF001053,2024-12-02,EQ0007,Crane,Hydraulic Leak,Minor,Measurement,Calibration Issue,966.65,2.62,Customer,Open
DEF001054,2022-04-30,EQ0045,Crane,Weld Defect,Major,Material,Material Contamination,7932.86,9.01,Final Inspection,In Progress
DEF001055,2024-04-03,EQ0014,Bulldozer,Weld Defect,Minor,Machine,Calibration Drift,1108.76,3.6,Customer,Closed
DEF001056,2022-06-26,EQ0043,Excavator,Hydraulic Leak,Major,Method,Process Not Followed,1932.88,8.53,In-Process,In Progress
DEF001057,2024-02-23,EQ0023,Loader,Bolt Torque,Minor,Environment,Humidity,1394.01,0.79,In-Process,Open
DEF001058,2022-01-11,EQ0031,Loader,Seal Failure,Major,Machine,Calibration Drift,5537.97,11.61,In-Process,Closed
DEF001059,2024-11-14,EQ0043,Excavator,Paint Finish,Minor,Environment,Humidity,1778.51,0.51,Final Inspection,Closed
DEF001060,2022-05-01,EQ0009,Dump Truck,Electrical Fault,Minor,Machine,Equipment Malfunction,1647.57,0.85,In-Process,Open
DEF001061,2024-08-24,EQ0017,Loader,Paint Finish,Major,Environment,Temperature Variation,6040.81,3.22,In-Process,Open
DEF001062,2022-10-20,EQ0031,Loader,Hydraulic Leak,Major,Measurement,Wrong Instrument,4892.46,4.84,Final Inspection,In Progress
DEF001063,2022-11-15,EQ0050,Loader,Hydraulic Leak,Major,Man,Operator Error,5241.97,7.95,Final Inspection,Open
DEF001064,2022-03-21,EQ0047,Grader,Dimensional Variance,Minor,Machine,Calibration Drift,1014.27,3.31,In-Process,Closed
DEF001065,2022-08-25,EQ0008,Excavator,Material Defect,Minor,Material,Substandard Material,253.46,3.49,Final Inspection,Closed
DEF001066,2022-10-26,EQ0045,Crane,Weld Defect,Minor,Man,Insufficient Training,1265.69,3.73,Final Inspection,Open
DEF001067,2024-01-07,EQ0003,Excavator,Assembly Error,Minor,Measurement,Gauge Error,273.68,3.16,In-Process,Open
DEF001068,2022-02-05,EQ0013,Grader,Surface Scratch,Critical,Environment,Humidity,11002.04,27.91,In-Process,In Progress
DEF001069,2022-06-08,EQ0003,Excavator,Electrical Fault,Minor,Man,Fatigue,427.25,3.17,Final Inspection,In Progress
DEF001070,2024-08-19,EQ0041,Dump Truck,Hydraulic Leak,Minor,Machine,Equipment Malfunction,718.11,3.59,In-Process,Open
DEF001071,2022-06-24,EQ0002,Grader,Electrical Fault,Minor,Method,Incorrect Procedure,1867.41,1.28,Final Inspection,Closed
DEF001072,2022-02-21,EQ0001,Grader,Electrical Fault,Major,Environment,Temperature Variation,4908.18,9.73,In-Process,Open
DEF001073,2024-06-29,EQ0026,Grader,Paint Finish,Minor,Measurement,Calibration Issue,631.19,3.02,In-Process,In Progress
DEF001074,2023-11-11,EQ0042,Bulldozer,Hydraulic Leak,Minor,Measurement,Calibration Issue,1846.94,3.24,Final Inspection,Closed
DEF001075,2022-02-12,EQ0004,Excavator,Hydraulic Leak,Major,Method,Inadequate Work Instruction,5031.39,9.37,Final Inspection,Closed
DEF001076,2022-04-11,EQ0048,Bulldozer,Electrical Fault,Major,Measurement,Wrong Instrument,2072.58,8.08,In-Process,Closed
DEF001077,2022-05-17,EQ0003,Excavator,Dimensional Variance,Minor,Method,Process Not Followed,956.68,1.34,Final Inspection,Closed
DEF001078,2022-03-30,EQ0002,Grader,Weld Defect,Minor,Machine,Calibration Drift,999.49,0.83,Customer,Closed
DEF001079,2022-05-22,EQ0042,Bulldozer,Paint Finish,Minor,Environment,Temperature Variation,305.46,1.75,Customer,In Progress
DEF001080,2023-02-03,EQ0024,Dump Truck,Hydraulic Leak,Major,Method,Process Not Followed,5296.46,8.4,Final Inspection,In Progress
DEF001081,2024-07-30,EQ0039,Bulldozer,Dimensional Variance,Minor,Man,Fatigue,1836.92,1.63,Final Inspection,Closed
DEF001082,2023-01-13,EQ0003,Excavator,Weld Defect,Major,Measurement,Gauge Error,2753.73,4.13,In-Process,In Progress
DEF001083,2022-06-13,EQ0027,Dump Truck,Hydraulic Leak,Critical,Machine,Calibration Drift,7212.22,18.59,Customer,Open
DEF001084,2023-11-02,EQ0005,Loader,Hydraulic Leak,Major,Man,Insufficient Training,2972.52,11.57,In-Process,Closed
DEF001085,2024-02-15,EQ0028,Crane,Weld Defect,Major,Machine,Tool Wear,3582.46,2.61,Customer,Open
DEF001086,2023-11-24,EQ0001,Grader,Electrical Fault,Major,Man,Insufficient Training,2268.98,4.22,Customer,Closed
DEF001087,2022-10-13,EQ0033,Grader,Hydraulic Leak,Major,Machine,Equipment Malfunction,2956.74,11.12,Final Inspection,Closed
DEF001088,2023-01-12,EQ0027,Dump Truck,Alignment Issue,Minor,Man,Insufficient Training,1280.17,2.05,Final Inspection,Open
DEF001089,2022-10-12,EQ0036,Bulldozer,Surface Scratch,Critical,Machine,Tool Wear,6740.26,22.85,Final Inspection,Closed
DEF001090,2023-05-09,EQ0033,Grader,Hydraulic Leak,Minor,Man,Insufficient Training,888.41,1.23,In-Process,Open
DEF001091,2023-12-28,EQ0045,Crane,Dimensional Variance,Minor,Machine,Equipment Malfunction,418.0,1.31,In-Process,In Progress
DEF001092,2024-12-24,EQ0019,Loader,Dimensional Variance,Minor,Method,Incorrect Procedure,213.66,1.03,Customer,Closed
DEF001093,2022-04-10,EQ0042,Bulldozer,Weld Defect,Major,Machine,Calibration Drift,2704.63,5.74,Customer,Closed
DEF001094,2022-06-23,EQ0018,Grader,Electrical Fault,Critical,Measurement,Calibration Issue,17922.55,13.88,Final Inspection,Closed
DEF001095,2022-07-23,EQ0019,Loader,Paint Finish,Major,Environment,Humidity,3383.58,9.16,Customer,Closed
DEF001096,2022-05-12,EQ0047,Grader,Hydraulic Leak,Major,Environment,Humidity,7788.79,5.09,Customer,Closed
DEF001097,2022-10-20,EQ0032,Grader,Weld Defect,Major,Machine,Tool Wear,6457.45,9.27,Customer,Open
DEF001098,2022-06-19,EQ0005,Loader,Assembly Error,Minor,Measurement,Gauge Error,1043.7,3.71,Final Inspection,In Progress
DEF001099,2024-02-11,EQ0021,Excavator,Paint Finish,Minor,Environment,Temperature Variation,1708.16,2.05,Customer,In Progress
DEF001100,2023-12-24,EQ0025,Excavator,Weld Defect,Minor,Environment,Humidity,1842.39,3.72,Final Inspection,Closed
DEF001101,2024-05-11,EQ0025,Excavator,Electrical Fault,Major,Environment,Humidity,3412.21,8.59,In-Process,Open
DEF001102,2022-02-24,EQ0038,Loader,Dimensional Variance,Major,Material,Material Contamination,1605.78,9.0,Customer,Open
DEF001103,2024-04-13,EQ0024,Dump Truck,Electrical Fault,Minor,Machine,Tool Wear,1324.91,1.05,Customer,Open
DEF001104,2024-03-11,EQ0045,Crane,Hydraulic Leak,Minor,Environment,Humidity,1869.25,0.58,Customer,Closed
DEF001105,2023-02-23,EQ0001,Grader,Paint Finish,Major,Measurement,Wrong Instrument,2388.96,6.86,Customer,Open
DEF001106,2022-05-27,EQ0025,Excavator,Bolt Torque,Minor,Environment,Vibration,1344.37,3.02,Final Inspection,Closed
DEF001107,2023-03-28,EQ0039,Bulldozer,Alignment Issue,Major,Material,Substandard Material,3002.47,3.52,In-Process,Open
DEF001108,2022-03-01,EQ0005,Loader,Material Defect,Major,Machine,Equipment Malfunction,6811.25,9.73,Customer,Closed
DEF001109,2022-11-01,EQ0010,Excavator,Bolt Torque,Minor,Method,Process Not Followed,331.67,1.0,Customer,Closed
DEF001110,2024-10-25,EQ0034,Bulldozer,Surface Scratch,Minor,Measurement,Calibration Issue,575.65,3.9,Final Inspection,Open
DEF001111,2024-10-02,EQ0043,Excavator,Electrical Fault,Major,Measurement,Gauge Error,5781.08,6.13,Final Inspection,Open
DEF001112,2024-12-08,EQ0023,Loader,Weld Defect,Major,Man,Insufficient Training,6452.6,8.67,Final Inspection,Open
DEF001113,2024-05-26,EQ0013,Grader,Paint Finish,Major,Machine,Calibration Drift,4115.82,9.93,In-Process,Open
DEF001114,2024-09-26,EQ0020,Crane,Weld Defect,Major,Machine,Calibration Drift,7601.47,4.21,Final Inspection,Closed
DEF001115,2024-03-14,EQ0045,Crane,Paint Finish,Minor,Material,Wrong Specification,1304.47,3.92,Final Inspection,Closed
DEF001116,2023-08-25,EQ0034,Bulldozer,Hydraulic Leak,Major,Material,Wrong Specification,2950.77,10.02,Final Inspection,Open
DEF001117,2022-02-14,EQ0026,Grader,Paint Finish,Minor,Measurement,Gauge Error,766.82,3.86,Customer,Closed
DEF001118,2023-11-01,EQ0003,Excavator,Paint Finish,Minor,Environment,Temperature Variation,1745.75,1.0,Final Inspection,Open
DEF001119,2024-07-05,EQ0026,Grader,Bolt Torque,Minor,Environment,Humidity,522.78,3.81,Customer,Open
DEF001120,2024-06-21,EQ0015,Bulldozer,Hydraulic Leak,Major,Machine,Tool Wear,5793.7,4.69,In-Process,Closed
DEF001121,2022-08-14,EQ0012,Dump Truck,Paint Finish,Minor,Machine,Tool Wear,1382.14,3.65,In-Process,In Progress
DEF001122,2024-10-07,EQ0046,Excavator,Hydraulic Leak,Minor,Environment,Vibration,1441.23,3.49,Customer,Open
DEF001123,2023-08-11,EQ0001,Grader,Alignment Issue,Minor,Machine,Calibration Drift,1501.47,2.12,In-Process,Closed
DEF001124,2023-08-20,EQ0034,Bulldozer,Electrical Fault,Critical,Measurement,Calibration Issue,5484.55,15.37,In-Process,Open
DEF001125,2023-08-23,EQ0037,Dump Truck,Hydraulic Leak,Minor,Machine,Tool Wear,1904.3,3.95,In-Process,Closed
DEF001126,2022-11-16,EQ0019,Loader,Electrical Fault,Minor,Man,Fatigue,1457.69,1.44,Final Inspection,Closed
DEF001127,2024-03-30,EQ0024,Dump Truck,Dimensional Variance,Minor,Machine,Equipment Malfunction,911.76,1.92,In-Process,Closed
DEF001128,2024-05-23,EQ0038,Loader,Weld Defect,Major,Machine,Tool Wear,7919.08,10.83,In-Process,Closed
DEF001129,2024-11-26,EQ0010,Excavator,Paint Finish,Minor,Measurement,Gauge Error,427.7,3.36,In-Process,Open
DEF001130,2024-05-16,EQ0033,Grader,Surface Scratch,Minor,Measurement,Gauge Error,885.85,3.81,Customer,Closed
DEF001131,2024-04-10,EQ0002,Grader,Hydraulic Leak,Minor,Man,Insufficient Training,354.43,1.22,Customer,Closed
DEF001132,2023-06-03,EQ0006,Dump Truck,Electrical Fault,Major,Machine,Tool Wear,4044.06,11.16,Customer,In Progress
DEF001133,2024-05-08,EQ0026,Grader,Paint Finish,Minor,Machine,Calibration Drift,293.6,3.53,Customer,In Progress
DEF001134,2022-07-11,EQ0028,Crane,Alignment Issue,Minor,Man,Operator Error,873.56,3.39,In-Process,In Progress
DEF001135,2023-08-21,EQ0018,Grader,Paint Finish,Minor,Environment,Vibration,1616.75,2.36,Customer,Open
DEF001136,2022-04-10,EQ0040,Crane,Weld Defect,Minor,Environment,Vibration,1117.23,2.74,In-Process,In Progress
DEF001137,2023-06-07,EQ0036,Bulldozer,Electrical Fault,Critical,Material,Material Contamination,6228.72,15.74,Final Inspection,Closed
DEF001138,2023-11-28,EQ0016,Dump Truck,Weld Defect,Major,Environment,Temperature Variation,3311.21,7.22,Final Inspection,Closed
DEF001139,2023-03-21,EQ0013,Grader,Hydraulic Leak,Major,Man,Fatigue,3465.85,2.5,Customer,Open
DEF001140,2022-07-31,EQ0018,Grader,Alignment Issue,Minor,Man,Insufficient Training,771.97,1.49,Final Inspection,Closed
DEF001141,2023-06-22,EQ0026,Grader,Weld Defect,Minor,Method,Inadequate Work Instruction,1294.76,1.04,In-Process,Closed
DEF001142,2024-12-15,EQ0027,Dump Truck,Electrical Fault,Minor,Method,Incorrect Procedure,567.57,2.96,In-Process,In Progress
DEF001143,2024-11-22,EQ0006,Dump Truck,Alignment Issue,Minor,Man,Operator Error,1637.9,3.92,Customer,Closed
DEF001144,2024-08-20,EQ0021,Excavator,Surface Scratch,Minor,Measurement,Gauge Error,841.25,3.08,Customer,Open
DEF001145,2022-11-24,EQ0001,Grader,Paint Finish,Minor,Man,Insufficient Training,275.03,1.62,Customer,Open
DEF001146,2024-02-07,EQ0045,Crane,Weld Defect,Minor,Method,Process Not Followed,1170.41,2.56,Final Inspection,Closed
DEF001147,2022-11-04,EQ0033,Grader,Hydraulic Leak,Major,Measurement,Calibration Issue,7662.99,11.87,Customer,Closed
DEF001148,2022-12-01,EQ0050,Loader,Paint Finish,Minor,Environment,Humidity,1387.02,0.83,Final Inspection,Closed
DEF001149,2022-03-30,EQ0017,Loader,Weld Defect,Minor,Method,Inadequate Work Instruction,1665.89,3.75,Final Inspection,Closed
DEF001150,2023-03-03,EQ0011,Bulldozer,Weld Defect,Minor,Measurement,Wrong Instrument,564.31,1.03,In-Process,Open
DEF001151,2024-08-04,EQ0016,Dump Truck,Weld Defect,Minor,Environment,Temperature Variation,974.0,2.46,Final Inspection,In Progress
DEF001152,2022-05-23,EQ0046,Excavator,Electrical Fault,Minor,Machine,Equipment Malfunction,1478.22,1.08,Final Inspection,In Progress
DEF001153,2024-05-23,EQ0050,Loader,Weld Defect,Major,Machine,Tool Wear,6626.54,6.67,Customer,Closed
DEF001154,2024-08-24,EQ0007,Crane,Weld Defect,Minor,Machine,Equipment Malfunction,214.35,2.1,Customer,Open
DEF001155,2024-09-17,EQ0036,Bulldozer,Dimensional Variance,Minor,Man,Operator Error,1855.74,3.83,Customer,In Progress
DEF001156,2022-10-15,EQ0044,Loader,Paint Finish,Minor,Method,Incorrect Procedure,1065.32,2.26,In-Process,Closed
DEF001157,2022-05-06,EQ0040,Crane,Weld Defect,Minor,Machine,Equipment Malfunction,463.57,0.67,Final Inspection,Open
DEF001158,2023-02-01,EQ0018,Grader,Paint Finish,Major,Man,Insufficient Training,2516.24,8.78,Customer,Closed
DEF001159,2024-09-17,EQ0003,Excavator,Surface Scratch,Minor,Measurement,Calibration Issue,1004.66,2.14,Final Inspection,Open
DEF001160,2024-08-30,EQ0042,Bulldozer,Weld Defect,Minor,Method,Process Not Followed,1297.85,1.72,Final Inspection,Closed
DEF001161,2023-08-30,EQ0021,Excavator,Weld Defect,Minor,Machine,Tool Wear,1426.27,2.33,Final Inspection,In Progress
DEF001162,2022-02-02,EQ0045,Crane,Weld Defect,Minor,Material,Substandard Material,474.21,3.78,Customer,Closed
DEF001163,2024-01-17,EQ0035,Loader,Weld Defect,Minor,Machine,Tool Wear,560.52,2.93,Customer,Open
DEF001164,2023-06-14,EQ0044,Loader,Weld Defect,Minor,Environment,Humidity,223.91,0.57,Final Inspection,Closed
DEF001165,2023-05-14,EQ0043,Excavator,Paint Finish,Minor,Measurement,Gauge Error,802.23,3.26,In-Process,In Progress
DEF001166,2022-03-18,EQ0009,Dump Truck,Dimensional Variance,Major,Machine,Calibration Drift,1484.7,9.09,In-Process,Open
DEF001167,2024-10-29,EQ0046,Excavator,Weld Defect,Minor,Environment,Humidity,1208.95,3.01,Final Inspection,In Progress
DEF001168,2024-07-22,EQ0023,Loader,Bolt Torque,Minor,Measurement,Calibration Issue,565.95,1.62,Customer,Open
DEF001169,2024-01-04,EQ0040,Crane,Hydraulic Leak,Critical,Method,Process Not Followed,8737.82,17.08,Customer,Open
DEF001170,2023-06-01,EQ0045,Crane,Paint Finish,Minor,Environment,Humidity,1479.58,3.73,Final Inspection,Closed
DEF001171,2023-05-07,EQ0040,Crane,Surface Scratch,Critical,Method,Inadequate Work Instruction,9153.37,38.16,In-Process,Closed
DEF001172,2024-04-14,EQ0042,Bulldozer,Paint Finish,Major,Measurement,Wrong Instrument,4629.13,5.1,Final Inspection,Closed
DEF001173,2022-12-07,EQ0046,Excavator,Seal Failure,Major,Man,Fatigue,1899.75,2.03,Customer,Closed
DEF001174,2022-10-17,EQ0048,Bulldozer,Weld Defect,Minor,Environment,Humidity,289.33,1.56,In-Process,In Progress
DEF001175,2022-06-26,EQ0010,Excavator,Hydraulic Leak,Minor,Machine,Calibration Drift,808.26,1.23,In-Process,Closed
DEF001176,2023-02-20,EQ0014,Bulldozer,Dimensional Variance,Minor,Machine,Calibration Drift,1452.93,1.19,Final Inspection,Closed
DEF001177,2023-03-21,EQ0043,Excavator,Paint Finish,Minor,Man,Operator Error,1698.69,1.2,In-Process,Open
DEF001178,2022-03-19,EQ0041,Dump Truck,Hydraulic Leak,Minor,Measurement,Wrong Instrument,1271.34,1.32,Customer,Open
DEF001179,2022-01-08,EQ0015,Bulldozer,Surface Scratch,Minor,Machine,Equipment Malfunction,1683.11,3.89,Customer,Open
DEF001180,2023-11-19,EQ0016,Dump Truck,Electrical Fault,Major,Measurement,Gauge Error,3345.72,10.81,Customer,Closed
DEF001181,2022-04-14,EQ0003,Excavator,Electrical Fault,Major,Environment,Humidity,7464.24,9.06,Final Inspection,Closed
DEF001182,2022-07-01,EQ0013,Grader,Weld Defect,Minor,Man,Fatigue,506.71,3.71,In-Process,Open
DEF001183,2022-10-08,EQ0009,Dump Truck,Electrical Fault,Major,Measurement,Wrong Instrument,1467.46,10.53,Final Inspection,Closed
DEF001184,2023-06-10,EQ0044,Loader,Dimensional Variance,Minor,Machine,Tool Wear,1769.27,3.69,In-Process,Open
DEF001185,2023-12-16,EQ0021,Excavator,Electrical Fault,Minor,Man,Fatigue,1413.82,3.1,Final Inspection,Closed
DEF001186,2023-02-20,EQ0046,Excavator,Electrical Fault,Minor,Measurement,Calibration Issue,722.39,0.99,In-Process,Closed
DEF001187,2023-09-24,EQ0035,Loader,Weld Defect,Minor,Environment,Humidity,619.0,4.0,Customer,Open
DEF001188,2022-08-01,EQ0002,Grader,Paint Finish,Minor,Measurement,Wrong Instrument,1062.09,3.53,Final Inspection,Closed
DEF001189,2022-09-14,EQ0035,Loader,Electrical Fault,Minor,Machine,Calibration Drift,1924.74,1.93,Customer,Closed
DEF001190,2024-01-03,EQ0008,Excavator,Weld Defect,Minor,Environment,Temperature Variation,913.72,3.22,Final Inspection,Closed
DEF001191,2022-12-19,EQ0044,Loader,Hydraulic Leak,Major,Environment,Vibration,4025.79,6.44,In-Process,Closed
DEF001192,2023-02-03,EQ0008,Excavator,Paint Finish,Minor,Material,Substandard Material,1909.28,3.96,In-Process,Closed
DEF001193,2022-01-02,EQ0046,Excavator,Hydraulic Leak,Minor,Measurement,Gauge Error,635.31,1.61,In-Process,In Progress
DEF001194,2023-12-01,EQ0016,Dump Truck,Electrical Fault,Major,Measurement,Wrong Instrument,2066.06,5.23,Final Inspection,In Progress
DEF001195,2022-02-21,EQ0006,Dump Truck,Hydraulic Leak,Major,Measurement,Gauge Error,4899.31,11.6,Final Inspection,Open
DEF001196,2022-05-29,EQ0005,Loader,Alignment Issue,Minor,Man,Insufficient Training,723.64,3.21,Final Inspection,Closed
DEF001197,2023-01-21,EQ0041,Dump Truck,Hydraulic Leak,Minor,Material,Material Contamination,450.34,3.85,Final Inspection,Open
DEF001198,2024-12-30,EQ0012,Dump Truck,Hydraulic Leak,Critical,Measurement,Wrong Instrument,7283.02,39.26,In-Process,Open
DEF001199,2024-01-10,EQ0005,Loader,Dimensional Variance,Critical,Measurement,Calibration Issue,17069.38,16.38,Customer,Open
DEF001200,2024-12-06,EQ0026,Grader,Material Defect,Minor,Method,Incorrect Procedure,1800.19,1.72,Customer,Open
DEF001201,2022-02-04,EQ0025,Excavator,Dimensional Variance,Minor,Machine,Calibration Drift,232.43,0.86,Customer,Open
DEF001202,2022-05-11,EQ0032,Grader,Electrical Fault,Major,Machine,Equipment Malfunction,5378.95,6.93,In-Process,Closed
DEF001203,2023-12-07,EQ0006,Dump Truck,Weld Defect,Major,Measurement,Gauge Error,2589.43,3.89,In-Process,Closed
DEF001204,2022-02-02,EQ0047,Grader,Paint Finish,Minor,Environment,Temperature Variation,224.55,3.83,In-Process,Open
DEF001205,2023-06-20,EQ0028,Crane,Dimensional Variance,Minor,Material,Wrong Specification,1372.17,1.98,Customer,Closed
DEF001206,2024-01-15,EQ0037,Dump Truck,Weld Defect,Minor,Man,Fatigue,1522.6,1.51,Final Inspection,Closed
DEF001207,2022-07-08,EQ0048,Bulldozer,Surface Scratch,Minor,Measurement,Wrong Instrument,749.14,3.81,Final Inspection,Closed
DEF001208,2024-10-12,EQ0047,Grader,Paint Finish,Minor,Machine,Calibration Drift,1176.95,2.23,Customer,In Progress
DEF001209,2023-06-03,EQ0029,Bulldozer,Material Defect,Major,Method,Inadequate Work Instruction,3312.14,2.66,Final Inspection,Closed
DEF001210,2024-05-07,EQ0019,Loader,Paint Finish,Minor,Material,Wrong Specification,557.53,3.12,In-Process,In Progress
DEF001211,2023-04-14,EQ0044,Loader,Electrical Fault,Minor,Environment,Temperature Variation,1378.85,3.81,Final Inspection,Closed
DEF001212,2023-03-19,EQ0046,Excavator,Paint Finish,Minor,Machine,Tool Wear,739.48,1.6,Customer,Closed
DEF001213,2024-08-26,EQ0050,Loader,Paint Finish,Minor,Material,Substandard Material,1863.76,3.65,In-Process,Closed
DEF001214,2024-04-16,EQ0015,Bulldozer,Dimensional Variance,Minor,Material,Material Contamination,593.2,3.4,In-Process,Closed
DEF001215,2024-05-31,EQ0028,Crane,Calibration Error,Minor,Man,Fatigue,1759.74,0.61,Final Inspection,In Progress
DEF001216,2022-05-03,EQ0035,Loader,Paint Finish,Minor,Method,Process Not Followed,1272.59,2.36,In-Process,Closed
DEF001217,2022-01-17,EQ0004,Excavator,Weld Defect,Major,Measurement,Gauge Error,2205.51,11.86,Customer,Open
DEF001218,2024-08-15,EQ0050,Loader,Paint Finish,Minor,Measurement,Wrong Instrument,1082.04,1.0,Final Inspection,Closed
DEF001219,2023-12-09,EQ0049,Excavator,Electrical Fault,Minor,Man,Operator Error,208.62,2.47,Final Inspection,Open
DEF001220,2023-11-18,EQ0018,Grader,Hydraulic Leak,Major,Environment,Vibration,3480.43,8.77,Customer,Open
DEF001221,2023-09-07,EQ0004,Excavator,Calibration Error,Critical,Material,Substandard Material,8699.83,25.99,Final Inspection,Open
DEF001222,2022-05-13,EQ0008,Excavator,Weld Defect,Minor,Environment,Vibration,676.68,2.89,In-Process,Open
DEF001223,2024-10-03,EQ0047,Grader,Electrical Fault,Minor,Environment,Vibration,795.1,0.78,In-Process,Open
DEF001224,2022-10-19,EQ0001,Grader,Weld Defect,Minor,Machine,Calibration Drift,252.55,3.98,Final Inspection,Open
DEF001225,2024-08-01,EQ0013,Grader,Surface Scratch,Major,Machine,Equipment Malfunction,4038.92,8.76,Final Inspection,Open
DEF001226,2022-04-15,EQ0047,Grader,Hydraulic Leak,Major,Environment,Humidity,4699.71,7.54,Final Inspection,In Progress
DEF001227,2023-12-02,EQ0018,Grader,Assembly Error,Major,Measurement,Calibration Issue,6296.19,11.77,In-Process,Closed
DEF001228,2023-04-21,EQ0043,Excavator,Paint Finish,Major,Material,Material Contamination,5658.94,11.23,Final Inspection,Closed
DEF001229,2023-03-27,EQ0030,Loader,Electrical Fault,Minor,Method,Incorrect Procedure,1862.85,1.96,Customer,Open
DEF001230,2024-05-01,EQ0014,Bulldozer,Hydraulic Leak,Major,Machine,Tool Wear,2751.26,2.95,Customer,In Progress
DEF001231,2024-09-01,EQ0003,Excavator,Paint Finish,Minor,Machine,Calibration Drift,1499.44,3.54,Final Inspection,Open
DEF001232,2022-12-22,EQ0050,Loader,Dimensional Variance,Critical,Environment,Humidity,10150.77,11.79,Final Inspection,Open
DEF001233,2022-01-29,EQ0028,Crane,Hydraulic Leak,Minor,Measurement,Wrong Instrument,963.01,1.32,In-Process,Open
DEF001234,2023-04-27,EQ0005,Loader,Alignment Issue,Minor,Method,Incorrect Procedure,1909.68,2.03,Final Inspection,In Progress
DEF001235,2022-03-08,EQ0013,Grader,Electrical Fault,Minor,Machine,Equipment Malfunction,1678.71,2.39,Customer,Closed
DEF001236,2024-05-07,EQ0023,Loader,Paint Finish,Minor,Machine,Calibration Drift,379.92,1.11,In-Process,Closed
DEF001237,2024-12-22,EQ0037,Dump Truck,Assembly Error,Minor,Environment,Humidity,819.48,3.78,Customer,Open
DEF001238,2022-04-28,EQ0041,Dump Truck,Weld Defect,Minor,Man,Fatigue,636.12,1.54,In-Process,Closed
DEF001239,2022-12-26,EQ0028,Crane,Dimensional Variance,Major,Material,Material Contamination,2724.22,3.33,Final Inspection,Closed
DEF001240,2024-08-13,EQ0048,Bulldozer,Weld Defect,Minor,Measurement,Gauge Error,398.36,1.66,Customer,In Progress
DEF001241,2023-06-14,EQ0011,Bulldozer,Weld Defect,Major,Material,Substandard Material,6955.88,4.03,Final Inspection,Closed
DEF001242,2024-02-02,EQ0050,Loader,Weld Defect,Minor,Machine,Equipment Malfunction,1795.88,2.9,Customer,Closed
DEF001243,2024-09-17,EQ0028,Crane,Weld Defect,Minor,Environment,Vibration,777.25,1.93,In-Process,Closed
DEF001244,2024-08-15,EQ0029,Bulldozer,Electrical Fault,Major,Man,Insufficient Training,6475.81,5.4,In-Process,Open
DEF001245,2024-11-08,EQ0042,Bulldozer,Weld Defect,Minor,Man,Fatigue,1433.56,0.79,Customer,Closed
DEF001246,2023-04-14,EQ0040,Crane,Surface Scratch,Major,Method,Inadequate Work Instruction,1685.65,7.5,In-Process,In Progress
DEF001247,2024-06-25,EQ0038,Loader,Weld Defect,Minor,Man,Insufficient Training,1600.43,0.9,In-Process,Closed
DEF001248,2024-11-18,EQ0017,Loader,Electrical Fault,Major,Measurement,Calibration Issue,4094.5,4.92,Customer,Closed
DEF001249,2022-06-15,EQ0034,Bulldozer,Paint Finish,Major,Man,Operator Error,2780.07,5.18,In-Process,Open
DEF001250,2024-02-12,EQ0003,Excavator,Dimensional Variance,Minor,Man,Operator Error,1208.83,2.44,Customer,In Progress
