inspection_id,inspection_date,equipment_id,equipment_name,equipment_type,metric_name,target_value,tolerance,xbar_value,r_value,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,in_control
SPC002984,2022-01-28,EQ0038,Loader 38,Loader,Hydraulic Pressure (PSI),3000,150.0,2806.38,117.21,2782.17,2773.75,2760.0,2877.21,2838.76,False
SPC002985,2022-06-24,EQ0034,Bulldozer 34,Bulldozer,Weld Strength (MPa),450,30.0,445.84,23.22,434.04,448.36,437.21,457.26,452.33,True
SPC002986,2024-06-28,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,459.21,31.35,439.66,462.49,471.01,453.84,469.04,True
SPC002987,2024-09-07,EQ0037,Dump Truck 37,Dump Truck,Weld Strength (MPa),450,30.0,452.01,18.72,448.44,457.62,460.91,450.88,442.19,True
SPC002988,2023-07-02,EQ0021,Excavator 21,Excavator,Alignment Deviation (mm),0,0.5,0.0,0.32,0.02,0.01,-0.03,0.17,-0.16,True
SPC002989,2022-04-02,EQ0040,Crane 40,Crane,Hydraulic Pressure (PSI),3000,150.0,3004.56,135.35,2953.19,2944.72,3017.13,3027.72,3080.06,True
SPC002990,2022-07-30,EQ0047,Grader 47,Grader,Alignment Deviation (mm),0,0.5,0.0,0.5,-0.2,0.3,0.14,-0.14,-0.09,True
SPC002991,2024-04-30,EQ0005,Loader 5,Loader,Weld Strength (MPa),450,30.0,448.88,20.24,460.14,439.9,444.59,453.45,446.31,True
SPC002992,2023-04-05,EQ0008,Excavator 8,Excavator,Hydraulic Pressure (PSI),3000,150.0,2976.89,127.49,2952.77,2906.5,3033.98,2986.3,3004.92,True
SPC002993,2024-02-29,EQ0016,Dump Truck 16,Dump Truck,Weld Strength (MPa),450,30.0,451.83,29.48,448.95,461.97,440.11,468.81,439.33,True
SPC002994,2023-08-11,EQ0025,Excavator 25,Excavator,Weld Strength (MPa),450,30.0,439.75,54.66,469.57,466.49,421.35,426.41,414.92,False
SPC002995,2022-08-19,EQ0033,Grader 33,Grader,Bolt Torque (Nm),200,15.0,201.63,3.73,203.12,199.41,203.14,202.94,199.55,True
SPC002996,2022-08-14,EQ0009,Dump Truck 9,Dump Truck,Weld Strength (MPa),450,30.0,451.22,20.8,440.22,459.18,443.51,452.19,461.02,True
SPC002997,2023-08-01,EQ0048,Bulldozer 48,Bulldozer,Paint Thickness (microns),120,10.0,120.2,10.55,116.08,116.13,117.11,125.06,126.63,True
SPC002998,2023-11-15,EQ0014,Bulldozer 14,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3036.23,94.17,3096.35,3025.25,3016.87,3040.51,3002.18,True
SPC002999,2022-06-23,EQ0022,Excavator 22,Excavator,Hydraulic Pressure (PSI),3000,150.0,3024.86,122.12,2962.63,3074.35,3015.49,3084.75,2987.09,True
SPC003000,2022-12-31,EQ0034,Bulldozer 34,Bulldozer,Bolt Torque (Nm),200,15.0,200.65,7.39,196.2,203.59,202.63,200.95,199.87,True
SPC003001,2023-01-07,EQ0038,Loader 38,Loader,Bolt Torque (Nm),200,15.0,201.07,10.15,195.79,199.51,205.94,205.45,198.69,True
SPC003002,2023-09-10,EQ0039,Bulldozer 39,Bulldozer,Alignment Deviation (mm),0,0.5,0.07,0.62,0.04,0.05,0.38,0.11,-0.24,True
SPC003003,2023-12-15,EQ0041,Dump Truck 41,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3013.67,116.23,3094.54,3011.91,2978.32,2989.21,2994.36,True
SPC003004,2024-10-19,EQ0043,Excavator 43,Excavator,Paint Thickness (microns),120,10.0,119.47,10.87,114.83,119.35,119.81,125.7,117.65,False
SPC003005,2022-06-06,EQ0046,Excavator 46,Excavator,Hydraulic Pressure (PSI),3000,150.0,2992.26,135.5,2987.2,3046.47,3019.22,2997.42,2910.97,True
SPC003006,2022-11-01,EQ0029,Bulldozer 29,Bulldozer,Weld Strength (MPa),450,30.0,452.31,14.55,446.35,448.25,460.9,455.75,450.28,True
SPC003007,2024-03-10,EQ0043,Excavator 43,Excavator,Bolt Torque (Nm),200,15.0,200.57,18.43,201.0,200.79,206.64,188.21,206.2,True
SPC003008,2024-09-06,EQ0039,Bulldozer 39,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3033.17,124.87,3029.6,3117.19,3011.65,3015.1,2992.32,True
SPC003009,2024-05-25,EQ0022,Excavator 22,Excavator,Paint Thickness (microns),120,10.0,120.96,11.94,120.64,127.02,115.07,122.55,119.51,True
SPC003010,2023-10-24,EQ0029,Bulldozer 29,Bulldozer,Weld Strength (MPa),450,30.0,456.52,29.66,466.88,461.57,437.22,450.17,466.77,True
SPC003011,2024-02-28,EQ0042,Bulldozer 42,Bulldozer,Paint Thickness (microns),120,10.0,118.1,4.06,119.87,117.91,119.51,117.4,115.81,True
SPC003012,2024-05-18,EQ0023,Loader 23,Loader,Bolt Torque (Nm),200,15.0,204.41,21.09,198.67,195.03,210.05,216.13,202.17,True
SPC003013,2024-04-27,EQ0013,Grader 13,Grader,Alignment Deviation (mm),0,0.5,-0.04,0.43,-0.01,0.02,-0.28,-0.08,0.15,True
SPC003014,2023-11-14,EQ0042,Bulldozer 42,Bulldozer,Weld Strength (MPa),450,30.0,449.95,18.54,449.75,460.63,443.34,442.09,453.95,True
SPC003015,2023-05-19,EQ0004,Excavator 4,Excavator,Bolt Torque (Nm),200,15.0,199.14,13.65,194.64,205.58,203.19,191.93,200.37,True
SPC003016,2024-10-15,EQ0010,Excavator 10,Excavator,Alignment Deviation (mm),0,0.5,-0.04,0.7,-0.26,-0.12,0.01,0.44,-0.26,True
SPC003017,2024-12-26,EQ0003,Excavator 3,Excavator,Alignment Deviation (mm),0,0.5,-0.04,0.38,-0.22,-0.03,0.1,0.16,-0.18,True
SPC003018,2024-02-27,EQ0028,Crane 28,Crane,Hydraulic Pressure (PSI),3000,150.0,3015.4,87.93,2971.57,3030.1,3059.51,3037.2,2978.61,True
SPC003019,2024-05-13,EQ0036,Bulldozer 36,Bulldozer,Alignment Deviation (mm),0,0.5,0.02,0.43,-0.17,0.01,0.05,-0.03,0.26,True
SPC003020,2023-03-26,EQ0031,Loader 31,Loader,Hydraulic Pressure (PSI),3000,150.0,2984.19,124.46,2978.4,2928.74,2942.49,3018.15,3053.2,True
SPC003021,2022-01-06,EQ0025,Excavator 25,Excavator,Weld Strength (MPa),450,30.0,402.34,45.72,428.22,403.25,382.49,399.54,398.2,False
SPC003022,2022-08-14,EQ0047,Grader 47,Grader,Hydraulic Pressure (PSI),3000,150.0,2940.56,109.08,2987.59,2937.39,2878.51,2952.05,2947.24,True
SPC003023,2024-01-10,EQ0014,Bulldozer 14,Bulldozer,Weld Strength (MPa),450,30.0,449.46,18.69,446.78,456.07,458.04,447.1,439.34,True
SPC003024,2022-10-23,EQ0037,Dump Truck 37,Dump Truck,Alignment Deviation (mm),0,0.5,-0.01,1.46,0.74,0.14,0.15,-0.33,-0.72,False
SPC003025,2023-04-05,EQ0046,Excavator 46,Excavator,Hydraulic Pressure (PSI),3000,150.0,3009.63,90.72,3053.02,2975.85,2962.3,3021.56,3035.45,True
SPC003026,2022-08-29,EQ0002,Grader 2,Grader,Weld Strength (MPa),450,30.0,447.63,32.14,461.54,449.34,429.4,444.9,453.0,True
SPC003027,2022-02-23,EQ0044,Loader 44,Loader,Bolt Torque (Nm),200,15.0,196.9,12.37,197.94,204.48,192.11,197.39,192.58,True
SPC003028,2022-08-06,EQ0016,Dump Truck 16,Dump Truck,Alignment Deviation (mm),0,0.5,0.06,0.27,0.24,0.04,-0.03,-0.0,0.04,True
SPC003029,2022-11-20,EQ0035,Loader 35,Loader,Hydraulic Pressure (PSI),3000,150.0,2983.39,137.18,2915.86,3053.04,2979.35,2977.17,2991.52,True
SPC003030,2022-10-17,EQ0022,Excavator 22,Excavator,Hydraulic Pressure (PSI),3000,150.0,2966.51,71.38,2991.17,2999.6,2969.23,2944.35,2928.22,True
SPC003031,2022-01-26,EQ0028,Crane 28,Crane,Alignment Deviation (mm),0,0.5,-0.09,0.36,-0.04,-0.04,0.01,-0.35,-0.01,True
SPC003032,2024-05-02,EQ0047,Grader 47,Grader,Weld Strength (MPa),450,30.0,453.81,25.25,469.02,458.55,443.77,448.55,449.14,True
SPC003033,2024-08-20,EQ0022,Excavator 22,Excavator,Weld Strength (MPa),450,30.0,452.86,40.39,478.02,448.67,451.24,437.64,448.74,True
SPC003034,2023-09-06,EQ0022,Excavator 22,Excavator,Bolt Torque (Nm),200,15.0,200.24,15.58,197.55,197.32,210.47,194.88,200.96,True
SPC003035,2023-11-22,EQ0008,Excavator 8,Excavator,Bolt Torque (Nm),200,15.0,198.05,15.45,196.95,193.29,208.73,196.38,194.9,True
SPC003036,2022-01-28,EQ0029,Bulldozer 29,Bulldozer,Paint Thickness (microns),120,10.0,120.41,9.9,115.0,121.94,124.9,124.18,116.03,True
SPC003037,2022-05-03,EQ0026,Grader 26,Grader,Hydraulic Pressure (PSI),3000,150.0,2984.89,42.81,2967.76,3004.45,3003.5,2961.64,2987.09,True
SPC003038,2022-12-22,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,-0.08,0.22,-0.05,-0.04,-0.2,0.03,-0.14,True
SPC003039,2024-03-22,EQ0011,Bulldozer 11,Bulldozer,Bolt Torque (Nm),200,15.0,199.82,21.88,201.38,207.83,206.99,196.96,185.95,True
SPC003040,2024-07-19,EQ0049,Excavator 49,Excavator,Alignment Deviation (mm),0,0.5,0.04,0.37,-0.17,-0.03,0.2,0.19,-0.02,True
SPC003041,2023-06-13,EQ0020,Crane 20,Crane,Alignment Deviation (mm),0,0.5,-0.07,0.19,-0.01,-0.16,-0.15,-0.06,0.03,True
SPC003042,2023-04-11,EQ0014,Bulldozer 14,Bulldozer,Bolt Torque (Nm),200,15.0,216.23,11.97,210.75,216.49,222.72,215.52,215.67,False
SPC003043,2022-09-14,EQ0048,Bulldozer 48,Bulldozer,Weld Strength (MPa),450,30.0,449.16,30.86,460.8,467.25,438.93,436.39,442.43,True
SPC003044,2022-04-25,EQ0036,Bulldozer 36,Bulldozer,Weld Strength (MPa),450,30.0,448.93,11.7,445.13,443.9,448.59,451.44,455.6,True
SPC003045,2022-06-08,EQ0031,Loader 31,Loader,Bolt Torque (Nm),200,15.0,200.58,23.73,205.71,209.64,193.76,207.9,185.91,True
SPC003046,2024-04-09,EQ0035,Loader 35,Loader,Bolt Torque (Nm),200,15.0,204.74,9.56,208.26,199.1,203.11,208.66,204.57,True
SPC003047,2024-01-31,EQ0016,Dump Truck 16,Dump Truck,Bolt Torque (Nm),200,15.0,200.93,11.88,204.19,198.18,207.86,195.98,198.41,True
SPC003048,2022-08-11,EQ0002,Grader 2,Grader,Hydraulic Pressure (PSI),3000,150.0,3025.15,58.76,3015.62,2995.63,3016.81,3043.28,3054.39,True
SPC003049,2023-11-19,EQ0049,Excavator 49,Excavator,Hydraulic Pressure (PSI),3000,150.0,2988.64,68.31,2937.63,3002.81,3002.37,3005.93,2994.44,True
SPC003050,2022-11-30,EQ0040,Crane 40,Crane,Alignment Deviation (mm),0,0.5,0.08,0.36,-0.16,0.0,0.19,0.15,0.2,True
SPC003051,2023-03-10,EQ0050,Loader 50,Loader,Alignment Deviation (mm),0,0.5,0.06,0.53,-0.26,0.11,0.07,0.27,0.1,True
SPC003052,2023-09-26,EQ0032,Grader 32,Grader,Weld Strength (MPa),450,30.0,450.99,21.06,459.12,451.69,454.99,438.06,451.1,True
SPC003053,2022-03-08,EQ0042,Bulldozer 42,Bulldozer,Weld Strength (MPa),450,30.0,445.66,28.59,447.4,432.87,445.69,440.88,461.45,True
SPC003054,2022-04-02,EQ0047,Grader 47,Grader,Alignment Deviation (mm),0,0.5,0.74,0.51,0.79,0.61,0.59,0.6,1.1,False
SPC003055,2023-09-25,EQ0001,Grader 1,Grader,Hydraulic Pressure (PSI),3000,150.0,2967.62,386.79,2860.49,3085.88,2887.98,2808.47,3195.26,False
SPC003056,2024-10-21,EQ0046,Excavator 46,Excavator,Weld Strength (MPa),450,30.0,448.95,42.16,443.1,429.16,442.92,458.27,471.32,True
SPC003057,2024-03-11,EQ0049,Excavator 49,Excavator,Paint Thickness (microns),120,10.0,124.87,6.26,125.53,126.3,124.3,120.98,127.24,False
SPC003058,2024-04-14,EQ0045,Crane 45,Crane,Alignment Deviation (mm),0,0.5,0.06,0.37,-0.02,0.19,-0.05,-0.08,0.29,True
SPC003059,2022-11-04,EQ0027,Dump Truck 27,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2985.74,109.16,3026.07,2958.47,3047.71,2957.89,2938.55,True
SPC003060,2024-02-22,EQ0047,Grader 47,Grader,Bolt Torque (Nm),200,15.0,202.39,8.29,198.23,200.79,206.28,200.12,206.52,True
SPC003061,2022-03-18,EQ0014,Bulldozer 14,Bulldozer,Paint Thickness (microns),120,10.0,121.51,6.88,119.0,118.02,124.9,123.87,121.78,True
SPC003062,2024-08-06,EQ0041,Dump Truck 41,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2949.24,82.61,2948.23,2910.33,2960.61,2992.94,2934.1,True
SPC003063,2022-07-11,EQ0024,Dump Truck 24,Dump Truck,Weld Strength (MPa),450,30.0,453.85,19.88,462.09,442.21,453.44,457.55,453.96,True
SPC003064,2022-10-16,EQ0014,Bulldozer 14,Bulldozer,Weld Strength (MPa),450,30.0,423.94,38.51,438.27,399.75,419.41,426.27,435.99,False
SPC003065,2024-12-07,EQ0043,Excavator 43,Excavator,Paint Thickness (microns),120,10.0,119.32,6.32,120.98,114.87,121.03,121.19,118.54,True
SPC003066,2022-09-26,EQ0008,Excavator 8,Excavator,Paint Thickness (microns),120,10.0,118.42,10.8,116.06,112.28,118.99,123.08,121.69,True
SPC003067,2024-06-01,EQ0017,Loader 17,Loader,Hydraulic Pressure (PSI),3000,150.0,2989.38,235.56,2946.84,2913.24,2948.84,2989.2,3148.8,True
SPC003068,2024-03-04,EQ0009,Dump Truck 9,Dump Truck,Weld Strength (MPa),450,30.0,452.61,17.36,448.53,456.03,447.27,464.29,446.94,True
SPC003069,2022-06-03,EQ0048,Bulldozer 48,Bulldozer,Weld Strength (MPa),450,30.0,450.88,15.65,449.96,440.93,456.59,455.16,451.78,True
SPC003070,2024-10-15,EQ0001,Grader 1,Grader,Hydraulic Pressure (PSI),3000,150.0,3004.06,156.81,3000.71,2937.77,3027.65,2959.57,3094.58,True
SPC003071,2022-10-20,EQ0034,Bulldozer 34,Bulldozer,Paint Thickness (microns),120,10.0,118.1,9.64,116.27,113.25,122.89,119.27,118.8,True
SPC003072,2022-06-28,EQ0002,Grader 2,Grader,Bolt Torque (Nm),200,15.0,196.02,16.17,194.73,188.83,198.9,192.66,204.99,True
SPC003073,2023-10-05,EQ0017,Loader 17,Loader,Weld Strength (MPa),450,30.0,420.65,37.15,403.87,441.02,428.74,420.0,409.61,False
SPC003074,2023-12-25,EQ0018,Grader 18,Grader,Hydraulic Pressure (PSI),3000,150.0,2990.89,88.55,2978.49,3027.98,2939.43,3001.3,3007.25,True
SPC003075,2024-08-01,EQ0028,Crane 28,Crane,Paint Thickness (microns),120,10.0,118.03,7.91,117.8,115.4,114.23,122.14,120.57,False
SPC003076,2024-06-24,EQ0043,Excavator 43,Excavator,Weld Strength (MPa),450,30.0,451.26,36.73,445.85,433.32,470.04,468.65,438.46,False
SPC003077,2024-01-15,EQ0037,Dump Truck 37,Dump Truck,Paint Thickness (microns),120,10.0,118.56,4.88,117.74,120.79,118.73,119.63,115.91,True
SPC003078,2022-09-22,EQ0024,Dump Truck 24,Dump Truck,Bolt Torque (Nm),200,15.0,198.42,11.27,192.21,202.8,203.48,195.37,198.25,True
SPC003079,2023-10-05,EQ0013,Grader 13,Grader,Paint Thickness (microns),120,10.0,121.72,6.42,119.89,123.27,124.83,122.23,118.41,True
SPC003080,2024-04-26,EQ0011,Bulldozer 11,Bulldozer,Alignment Deviation (mm),0,0.5,0.06,0.46,-0.02,-0.1,0.36,0.08,-0.04,True
SPC003081,2022-03-29,EQ0001,Grader 1,Grader,Alignment Deviation (mm),0,0.5,0.53,0.24,0.39,0.57,0.55,0.62,0.53,False
SPC003082,2022-01-17,EQ0041,Dump Truck 41,Dump Truck,Weld Strength (MPa),450,30.0,453.18,20.13,448.21,453.6,459.41,462.42,442.29,True
SPC003083,2023-08-19,EQ0020,Crane 20,Crane,Bolt Torque (Nm),200,15.0,201.72,9.47,207.32,197.84,200.14,200.57,202.73,True
SPC003084,2024-03-28,EQ0048,Bulldozer 48,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3009.6,146.5,3116.03,2981.95,3005.01,2975.48,2969.53,True
SPC003085,2024-08-04,EQ0033,Grader 33,Grader,Hydraulic Pressure (PSI),3000,150.0,2987.46,123.8,3047.63,2997.22,2937.98,2923.83,3030.64,True
SPC003086,2024-08-17,EQ0001,Grader 1,Grader,Alignment Deviation (mm),0,0.5,-0.03,0.33,-0.13,0.01,-0.16,0.16,-0.04,True
SPC003087,2024-08-10,EQ0036,Bulldozer 36,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3023.81,92.17,3037.2,2991.9,2992.68,3013.22,3084.07,True
SPC003088,2022-08-10,EQ0025,Excavator 25,Excavator,Bolt Torque (Nm),200,15.0,202.66,5.61,203.5,200.42,206.03,202.2,201.16,True
SPC003089,2023-02-13,EQ0003,Excavator 3,Excavator,Bolt Torque (Nm),200,15.0,197.96,8.96,199.45,198.94,191.74,198.99,200.7,True
SPC003090,2023-10-12,EQ0035,Loader 35,Loader,Paint Thickness (microns),120,10.0,110.55,6.03,110.19,113.91,107.88,111.57,109.18,False
SPC003091,2024-07-19,EQ0026,Grader 26,Grader,Hydraulic Pressure (PSI),3000,150.0,2970.04,58.25,2995.22,2954.32,3004.87,2946.62,2949.17,True
SPC003092,2024-08-20,EQ0049,Excavator 49,Excavator,Weld Strength (MPa),450,30.0,453.36,10.45,457.91,458.57,448.93,448.12,453.3,True
SPC003093,2023-10-18,EQ0010,Excavator 10,Excavator,Alignment Deviation (mm),0,0.5,-0.1,0.48,-0.34,0.14,-0.08,-0.16,-0.07,True
SPC003094,2024-02-18,EQ0010,Excavator 10,Excavator,Hydraulic Pressure (PSI),3000,150.0,2800.67,126.45,2770.46,2768.72,2788.59,2895.17,2780.39,False
SPC003095,2023-03-14,EQ0045,Crane 45,Crane,Hydraulic Pressure (PSI),3000,150.0,2975.41,267.07,3041.71,3081.55,2925.83,3013.51,2814.48,True
SPC003096,2022-02-16,EQ0018,Grader 18,Grader,Bolt Torque (Nm),200,15.0,200.6,7.95,200.06,199.92,202.95,196.05,204.0,True
SPC003097,2022-12-27,EQ0043,Excavator 43,Excavator,Hydraulic Pressure (PSI),3000,150.0,3039.32,108.56,2989.8,3052.84,2990.06,3065.52,3098.36,True
SPC003098,2023-07-15,EQ0033,Grader 33,Grader,Bolt Torque (Nm),200,15.0,199.68,9.14,205.01,196.48,198.01,195.87,203.02,True
SPC003099,2024-07-13,EQ0048,Bulldozer 48,Bulldozer,Bolt Torque (Nm),200,15.0,197.59,7.52,201.51,194.28,194.0,199.7,198.44,True
SPC003100,2023-06-16,EQ0028,Crane 28,Crane,Weld Strength (MPa),450,30.0,453.37,15.43,450.65,448.86,463.96,454.86,448.53,True
SPC003101,2022-07-09,EQ0034,Bulldozer 34,Bulldozer,Bolt Torque (Nm),200,15.0,201.96,5.18,202.02,201.3,199.25,204.43,202.82,True
SPC003102,2023-09-01,EQ0032,Grader 32,Grader,Weld Strength (MPa),450,30.0,451.51,23.04,458.3,440.54,458.17,461.79,438.75,True
SPC003103,2024-05-08,EQ0030,Loader 30,Loader,Bolt Torque (Nm),200,15.0,200.77,18.73,197.35,203.47,193.61,212.34,197.09,True
SPC003104,2022-11-26,EQ0046,Excavator 46,Excavator,Bolt Torque (Nm),200,15.0,202.03,13.72,199.16,204.03,195.26,202.71,208.98,True
SPC003105,2024-03-07,EQ0019,Loader 19,Loader,Hydraulic Pressure (PSI),3000,150.0,3006.31,156.4,2956.88,3113.28,3012.08,2979.38,2969.96,True
SPC003106,2023-02-11,EQ0008,Excavator 8,Excavator,Hydraulic Pressure (PSI),3000,150.0,3041.48,133.88,3070.45,2974.68,2987.49,3066.2,3108.56,True
SPC003107,2022-10-24,EQ0018,Grader 18,Grader,Paint Thickness (microns),120,10.0,119.65,6.18,122.07,120.18,116.17,122.35,117.45,True
SPC003108,2023-10-11,EQ0022,Excavator 22,Excavator,Hydraulic Pressure (PSI),3000,150.0,2974.27,194.41,2972.63,2919.88,2884.86,3079.26,3014.74,True
SPC003109,2024-07-28,EQ0023,Loader 23,Loader,Weld Strength (MPa),450,30.0,440.42,20.14,452.3,438.28,432.16,432.61,446.76,True
SPC003110,2023-10-11,EQ0032,Grader 32,Grader,Hydraulic Pressure (PSI),3000,150.0,3001.42,105.45,2969.56,3047.99,3061.9,2956.45,2971.21,True
SPC003111,2024-04-12,EQ0021,Excavator 21,Excavator,Paint Thickness (microns),120,10.0,122.63,6.44,124.73,124.29,125.45,119.65,119.02,True
SPC003112,2022-01-08,EQ0037,Dump Truck 37,Dump Truck,Bolt Torque (Nm),200,15.0,198.88,26.76,192.09,206.06,211.48,200.02,184.72,False
SPC003113,2022-07-19,EQ0014,Bulldozer 14,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3023.92,66.31,3059.83,3008.63,2999.3,3058.3,2993.51,True
SPC003114,2023-01-20,EQ0007,Crane 7,Crane,Bolt Torque (Nm),200,15.0,198.33,11.01,198.56,204.2,197.5,198.21,193.19,True
SPC003115,2022-12-07,EQ0001,Grader 1,Grader,Alignment Deviation (mm),0,0.5,-0.15,0.24,-0.03,-0.21,-0.26,-0.01,-0.24,True
SPC003116,2023-12-14,EQ0035,Loader 35,Loader,Weld Strength (MPa),450,30.0,434.98,56.46,407.93,464.39,435.66,438.05,428.89,False
SPC003117,2022-01-30,EQ0027,Dump Truck 27,Dump Truck,Paint Thickness (microns),120,10.0,117.69,8.64,112.79,120.85,121.44,118.05,115.34,True
SPC003118,2022-02-03,EQ0001,Grader 1,Grader,Paint Thickness (microns),120,10.0,121.0,1.83,121.77,119.94,120.29,121.28,121.71,True
SPC003119,2024-10-25,EQ0035,Loader 35,Loader,Hydraulic Pressure (PSI),3000,150.0,2952.99,158.46,2973.84,2862.35,2978.27,2929.7,3020.81,True
SPC003120,2024-07-22,EQ0031,Loader 31,Loader,Bolt Torque (Nm),200,15.0,199.62,11.47,200.03,206.73,195.26,196.98,199.11,True
SPC003121,2023-12-23,EQ0044,Loader 44,Loader,Alignment Deviation (mm),0,0.5,0.01,0.23,-0.05,0.16,0.02,-0.02,-0.06,True
SPC003122,2023-11-19,EQ0046,Excavator 46,Excavator,Hydraulic Pressure (PSI),3000,150.0,2897.56,141.37,2829.29,2851.38,2970.66,2902.34,2934.15,False
SPC003123,2022-11-30,EQ0035,Loader 35,Loader,Alignment Deviation (mm),0,0.5,-0.01,0.43,-0.18,-0.27,0.16,0.15,0.12,True
SPC003124,2023-08-07,EQ0036,Bulldozer 36,Bulldozer,Bolt Torque (Nm),200,15.0,200.67,9.56,204.56,203.93,195.01,203.0,196.86,True
SPC003125,2022-07-23,EQ0016,Dump Truck 16,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2993.87,119.93,3009.78,3071.86,2969.3,2966.49,2951.93,True
SPC003126,2022-08-01,EQ0028,Crane 28,Crane,Hydraulic Pressure (PSI),3000,150.0,3028.9,123.9,2973.01,3012.68,2983.18,3096.9,3078.73,True
SPC003127,2024-04-22,EQ0025,Excavator 25,Excavator,Hydraulic Pressure (PSI),3000,150.0,2969.59,208.67,2846.53,3055.21,3039.25,2934.32,2972.65,True
SPC003128,2022-07-24,EQ0026,Grader 26,Grader,Bolt Torque (Nm),200,15.0,199.08,16.63,190.59,194.95,207.22,198.48,204.15,True
SPC003129,2022-03-08,EQ0015,Bulldozer 15,Bulldozer,Paint Thickness (microns),120,10.0,120.94,2.81,119.81,121.6,122.09,119.27,121.91,True
SPC003130,2023-03-10,EQ0020,Crane 20,Crane,Weld Strength (MPa),450,30.0,451.76,20.04,449.26,452.7,441.12,461.16,454.55,True
SPC003131,2024-02-20,EQ0048,Bulldozer 48,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,2954.74,101.67,2983.52,2910.66,2923.72,3012.33,2943.48,True
SPC003132,2024-08-19,EQ0014,Bulldozer 14,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3002.7,189.46,2995.83,2877.63,3058.63,3067.08,3014.31,True
SPC003133,2024-08-08,EQ0012,Dump Truck 12,Dump Truck,Bolt Torque (Nm),200,15.0,205.28,9.73,210.48,200.74,201.0,206.15,208.05,True
SPC003134,2024-03-21,EQ0035,Loader 35,Loader,Hydraulic Pressure (PSI),3000,150.0,3009.93,239.29,3135.86,3020.54,3011.91,2984.74,2896.57,False
SPC003135,2023-07-03,EQ0019,Loader 19,Loader,Paint Thickness (microns),120,10.0,119.56,7.38,119.22,117.67,123.77,120.77,116.39,True
SPC003136,2024-04-29,EQ0009,Dump Truck 9,Dump Truck,Weld Strength (MPa),450,30.0,444.54,8.02,442.66,442.9,444.4,442.37,450.39,True
SPC003137,2024-04-29,EQ0009,Dump Truck 9,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2983.63,85.54,2985.53,3019.88,2934.33,2966.09,3012.31,True
SPC003138,2022-11-11,EQ0034,Bulldozer 34,Bulldozer,Paint Thickness (microns),120,10.0,119.33,7.9,117.78,116.21,124.11,118.15,120.41,True
SPC003139,2024-11-28,EQ0011,Bulldozer 11,Bulldozer,Alignment Deviation (mm),0,0.5,0.07,0.15,0.01,0.16,0.02,0.11,0.07,True
SPC003140,2022-12-16,EQ0009,Dump Truck 9,Dump Truck,Alignment Deviation (mm),0,0.5,-0.59,0.19,-0.53,-0.52,-0.65,-0.55,-0.72,False
SPC003141,2024-03-16,EQ0023,Loader 23,Loader,Hydraulic Pressure (PSI),3000,150.0,2999.53,187.77,3109.73,3060.02,2946.32,2959.6,2921.96,True
SPC003142,2024-05-28,EQ0034,Bulldozer 34,Bulldozer,Weld Strength (MPa),450,30.0,483.6,20.96,485.52,480.19,478.67,476.33,497.28,False
SPC003143,2023-10-14,EQ0010,Excavator 10,Excavator,Alignment Deviation (mm),0,0.5,-0.11,0.18,-0.05,-0.18,-0.17,-0.14,-0.01,True
SPC003144,2023-04-19,EQ0033,Grader 33,Grader,Hydraulic Pressure (PSI),3000,150.0,2965.64,98.46,3002.23,2903.77,2984.44,2963.37,2974.42,True
SPC003145,2022-09-16,EQ0037,Dump Truck 37,Dump Truck,Alignment Deviation (mm),0,0.5,0.04,0.24,-0.0,0.04,-0.05,0.19,0.0,True
SPC003146,2024-03-13,EQ0029,Bulldozer 29,Bulldozer,Paint Thickness (microns),120,10.0,118.59,6.04,116.76,116.65,117.15,122.69,119.71,True
SPC003147,2022-11-22,EQ0033,Grader 33,Grader,Paint Thickness (microns),120,10.0,119.86,4.09,121.14,121.39,119.72,119.75,117.31,True
SPC003148,2022-07-11,EQ0031,Loader 31,Loader,Hydraulic Pressure (PSI),3000,150.0,3042.93,107.92,3026.43,2977.39,3069.3,3085.31,3056.23,True
SPC003149,2022-11-10,EQ0043,Excavator 43,Excavator,Hydraulic Pressure (PSI),3000,150.0,3020.28,64.23,2998.24,3062.47,3027.84,3008.96,3003.87,True
SPC003150,2022-06-11,EQ0037,Dump Truck 37,Dump Truck,Alignment Deviation (mm),0,0.5,0.14,0.7,0.26,-0.02,0.32,-0.27,0.43,True
SPC003151,2022-09-25,EQ0010,Excavator 10,Excavator,Bolt Torque (Nm),200,15.0,201.32,9.74,205.15,203.43,203.72,198.88,195.4,True
