transaction_id,part_id,transaction_date,transaction_type,quantity,stock_after_transaction,warehouse_location,reference_doc
TXN005471,SP00165,2024-08-25,Receipt,18,89,WH03,REF2828
TXN005472,SP00032,2024-08-25,Issue,4,0,WH05,REF7992
TXN005473,SP00050,2024-08-25,Issue,1,75,WH01,REF4384
TXN005474,SP00192,2024-08-25,Issue,5,0,WH02,REF1999
TXN005475,SP00130,2024-08-25,Receipt,17,59,WH02,REF1616
TXN005476,SP00169,2024-08-25,Issue,3,51,WH05,REF8788
TXN005477,SP00132,2024-08-25,Issue,2,30,WH02,REF5600
TXN005478,SP00187,2024-08-25,Issue,5,17,WH03,REF9871
TXN005479,SP00022,2024-08-26,Receipt,14,57,WH05,REF3742
TXN005480,SP00163,2024-08-26,Issue,4,103,WH05,REF1799
TXN005481,SP00059,2024-08-26,Issue,5,59,WH03,REF8141
TXN005482,SP00079,2024-08-26,Issue,1,53,WH01,REF9292
TXN005483,SP00158,2024-08-26,Receipt,13,93,WH01,REF4342
TXN005484,SP00113,2024-08-26,Issue,3,8,WH05,REF1082
TXN005485,SP00134,2024-08-26,Issue,3,96,WH02,REF8186
TXN005486,SP00126,2024-08-26,Receipt,16,69,WH05,REF7539
TXN005487,SP00040,2024-08-26,Issue,4,28,WH01,REF6667
TXN005488,SP00189,2024-08-26,Issue,3,7,WH04,REF1258
TXN005489,SP00015,2024-08-26,Issue,5,71,WH02,REF7438
TXN005490,SP00078,2024-08-26,Issue,4,71,WH04,REF5379
TXN005491,SP00196,2024-08-26,Receipt,17,64,WH02,REF9122
TXN005492,SP00057,2024-08-26,Issue,3,35,WH02,REF7473
TXN005493,SP00050,2024-08-26,Receipt,14,89,WH05,REF2031
TXN005494,SP00046,2024-08-27,Issue,2,65,WH05,REF6718
TXN005495,SP00047,2024-08-27,Issue,2,38,WH05,REF6970
TXN005496,SP00013,2024-08-27,Receipt,10,52,WH01,REF6855
TXN005497,SP00128,2024-08-27,Receipt,11,124,WH05,REF5028
TXN005498,SP00196,2024-08-28,Issue,4,60,WH03,REF6243
TXN005499,SP00137,2024-08-28,Issue,1,0,WH02,REF7328
TXN005500,SP00161,2024-08-28,Issue,3,127,WH02,REF7074
TXN005501,SP00181,2024-08-29,Issue,5,108,WH03,REF5727
TXN005502,SP00028,2024-08-29,Receipt,5,41,WH04,REF1366
TXN005503,SP00162,2024-08-29,Receipt,15,92,WH01,REF2639
TXN005504,SP00050,2024-08-29,Issue,1,88,WH04,REF8917
TXN005505,SP00171,2024-08-29,Issue,1,59,WH02,REF5543
TXN005506,SP00006,2024-08-29,Issue,3,45,WH05,REF3706
TXN005507,SP00093,2024-08-29,Issue,1,64,WH04,REF5515
TXN005508,SP00096,2024-08-29,Issue,2,49,WH05,REF5006
TXN005509,SP00101,2024-08-29,Issue,3,17,WH05,REF8796
TXN005510,SP00163,2024-08-30,Issue,4,99,WH03,REF7213
TXN005511,SP00016,2024-08-30,Receipt,6,17,WH04,REF1307
TXN005512,SP00037,2024-08-30,Issue,3,68,WH05,REF5314
TXN005513,SP00025,2024-08-30,Issue,2,53,WH03,REF4647
TXN005514,SP00081,2024-08-30,Receipt,18,67,WH05,REF8712
TXN005515,SP00076,2024-08-30,Issue,1,18,WH03,REF7726
TXN005516,SP00180,2024-08-30,Receipt,10,42,WH02,REF1043
TXN005517,SP00083,2024-08-31,Issue,5,65,WH01,REF8976
TXN005518,SP00108,2024-08-31,Issue,2,51,WH03,REF2844
TXN005519,SP00005,2024-08-31,Issue,3,49,WH05,REF8599
TXN005520,SP00149,2024-08-31,Issue,1,0,WH01,REF2798
TXN005521,SP00117,2024-08-31,Issue,3,137,WH03,REF8575
TXN005522,SP00172,2024-08-31,Issue,2,107,WH03,REF5306
TXN005523,SP00089,2024-08-31,Issue,1,57,WH03,REF9790
TXN005524,SP00079,2024-08-31,Issue,2,51,WH03,REF6984
TXN005525,SP00134,2024-08-31,Issue,5,91,WH03,REF7574
TXN005526,SP00016,2024-08-31,Issue,2,15,WH03,REF5429
TXN005527,SP00007,2024-08-31,Issue,4,40,WH03,REF2560
TXN005528,SP00041,2024-08-31,Issue,3,48,WH03,REF8661
TXN005529,SP00162,2024-09-01,Issue,3,89,WH02,REF4895
TXN005530,SP00183,2024-09-01,Receipt,16,71,WH03,REF6726
TXN005531,SP00143,2024-09-01,Issue,5,85,WH03,REF8962
TXN005532,SP00166,2024-09-01,Receipt,14,169,WH04,REF6933
TXN005533,SP00122,2024-09-01,Receipt,8,98,WH04,REF7593
TXN005534,SP00063,2024-09-01,Issue,5,123,WH03,REF2926
TXN005535,SP00098,2024-09-02,Issue,2,35,WH02,REF4496
TXN005536,SP00010,2024-09-02,Receipt,14,103,WH04,REF1030
TXN005537,SP00178,2024-09-02,Issue,4,43,WH01,REF5122
TXN005538,SP00017,2024-09-02,Issue,5,151,WH04,REF2573
TXN005539,SP00035,2024-09-02,Issue,4,49,WH05,REF9014
TXN005540,SP00063,2024-09-02,Receipt,12,135,WH03,REF3039
TXN005541,SP00063,2024-09-02,Issue,3,132,WH05,REF6571
TXN005542,SP00137,2024-09-02,Receipt,11,11,WH04,REF5643
TXN005543,SP00027,2024-09-02,Issue,4,2,WH01,REF3009
TXN005544,SP00015,2024-09-02,Issue,2,69,WH05,REF7361
TXN005545,SP00027,2024-09-02,Issue,1,1,WH04,REF6700
TXN005546,SP00021,2024-09-02,Issue,1,120,WH01,REF2718
TXN005547,SP00046,2024-09-02,Issue,1,64,WH04,REF8536
TXN005548,SP00192,2024-09-02,Issue,3,0,WH05,REF1547
TXN005549,SP00183,2024-09-02,Issue,4,67,WH05,REF3917
TXN005550,SP00183,2024-09-03,Issue,1,66,WH04,REF3557
TXN005551,SP00156,2024-09-03,Issue,3,143,WH05,REF4872
TXN005552,SP00127,2024-09-03,Issue,5,35,WH04,REF8293
TXN005553,SP00053,2024-09-03,Issue,2,75,WH03,REF4243
TXN005554,SP00148,2024-09-03,Receipt,20,56,WH02,REF7029
TXN005555,SP00106,2024-09-03,Receipt,16,85,WH05,REF7676
TXN005556,SP00007,2024-09-03,Issue,1,39,WH04,REF3098
TXN005557,SP00033,2024-09-03,Issue,5,138,WH02,REF5425
TXN005558,SP00187,2024-09-03,Receipt,11,28,WH02,REF6659
TXN005559,SP00161,2024-09-03,Receipt,11,138,WH05,REF1119
TXN005560,SP00069,2024-09-03,Issue,2,18,WH01,REF8669
TXN005561,SP00182,2024-09-04,Issue,3,123,WH05,REF4714
TXN005562,SP00198,2024-09-04,Issue,2,68,WH03,REF8860
TXN005563,SP00138,2024-09-04,Receipt,18,86,WH04,REF2024
TXN005564,SP00176,2024-09-04,Receipt,13,155,WH05,REF1366
TXN005565,SP00111,2024-09-04,Issue,1,13,WH01,REF8475
TXN005566,SP00174,2024-09-04,Issue,2,58,WH03,REF8159
TXN005567,SP00092,2024-09-04,Receipt,9,29,WH04,REF1412
TXN005568,SP00134,2024-09-05,Issue,3,88,WH02,REF7800
TXN005569,SP00199,2024-09-05,Issue,4,33,WH05,REF5332
TXN005570,SP00074,2024-09-05,Receipt,7,52,WH02,REF9299
TXN005571,SP00056,2024-09-05,Receipt,17,151,WH04,REF2698
TXN005572,SP00161,2024-09-05,Issue,2,136,WH02,REF4213
TXN005573,SP00130,2024-09-05,Receipt,10,69,WH01,REF5322
TXN005574,SP00150,2024-09-05,Issue,2,108,WH03,REF3606
TXN005575,SP00001,2024-09-05,Receipt,7,19,WH01,REF9015
TXN005576,SP00147,2024-09-05,Receipt,9,24,WH03,REF6015
TXN005577,SP00032,2024-09-05,Issue,3,0,WH04,REF5327
TXN005578,SP00123,2024-09-05,Issue,3,112,WH04,REF7099
TXN005579,SP00070,2024-09-06,Issue,3,34,WH03,REF5590
TXN005580,SP00085,2024-09-06,Issue,1,129,WH01,REF9532
TXN005581,SP00115,2024-09-06,Issue,5,135,WH03,REF2398
TXN005582,SP00109,2024-09-06,Issue,4,32,WH02,REF9375
TXN005583,SP00109,2024-09-06,Receipt,15,47,WH02,REF1949
TXN005584,SP00099,2024-09-06,Issue,5,47,WH01,REF4545
TXN005585,SP00103,2024-09-06,Issue,4,78,WH05,REF5930
TXN005586,SP00013,2024-09-06,Receipt,13,65,WH04,REF2315
TXN005587,SP00009,2024-09-06,Issue,2,39,WH02,REF1457
TXN005588,SP00111,2024-09-06,Receipt,13,26,WH05,REF4994
TXN005589,SP00022,2024-09-06,Issue,3,54,WH03,REF1977
TXN005590,SP00175,2024-09-06,Receipt,8,62,WH02,REF8256
TXN005591,SP00065,2024-09-06,Issue,2,32,WH04,REF1187
TXN005592,SP00155,2024-09-06,Issue,5,33,WH04,REF7469
TXN005593,SP00065,2024-09-07,Issue,4,28,WH01,REF1173
TXN005594,SP00005,2024-09-07,Receipt,20,69,WH04,REF2776
TXN005595,SP00137,2024-09-07,Receipt,12,23,WH04,REF7180
TXN005596,SP00140,2024-09-07,Issue,5,95,WH03,REF1042
TXN005597,SP00097,2024-09-07,Issue,4,62,WH01,REF7816
TXN005598,SP00083,2024-09-07,Issue,1,64,WH04,REF3413
TXN005599,SP00058,2024-09-07,Issue,5,26,WH05,REF9456
TXN005600,SP00077,2024-09-08,Issue,3,109,WH01,REF9208
TXN005601,SP00038,2024-09-08,Issue,5,108,WH02,REF1732
TXN005602,SP00005,2024-09-08,Issue,2,67,WH04,REF5872
TXN005603,SP00170,2024-09-08,Issue,4,159,WH03,REF8035
TXN005604,SP00045,2024-09-08,Issue,1,110,WH05,REF2365
TXN005605,SP00179,2024-09-08,Issue,3,82,WH02,REF1334
TXN005606,SP00036,2024-09-08,Issue,3,40,WH05,REF1543
TXN005607,SP00089,2024-09-08,Receipt,20,77,WH01,REF4759
TXN005608,SP00104,2024-09-08,Issue,3,128,WH01,REF8383
TXN005609,SP00122,2024-09-09,Issue,5,93,WH01,REF7123
TXN005610,SP00099,2024-09-09,Issue,1,46,WH02,REF7506
TXN005611,SP00108,2024-09-09,Receipt,9,60,WH05,REF7410
TXN005612,SP00124,2024-09-09,Issue,1,45,WH04,REF5542
TXN005613,SP00021,2024-09-09,Issue,3,117,WH02,REF2097
TXN005614,SP00135,2024-09-09,Issue,4,79,WH02,REF6585
TXN005615,SP00065,2024-09-09,Receipt,17,45,WH01,REF3303
TXN005616,SP00169,2024-09-09,Issue,4,47,WH05,REF1410
TXN005617,SP00053,2024-09-09,Issue,5,70,WH04,REF7010
TXN005618,SP00152,2024-09-09,Receipt,5,46,WH02,REF4799
TXN005619,SP00043,2024-09-09,Issue,3,23,WH05,REF4781
TXN005620,SP00090,2024-09-09,Receipt,14,24,WH02,REF2354
TXN005621,SP00151,2024-09-09,Issue,3,47,WH04,REF4920
TXN005622,SP00190,2024-09-10,Issue,1,36,WH04,REF6103
TXN005623,SP00175,2024-09-10,Issue,3,59,WH04,REF4566
TXN005624,SP00070,2024-09-10,Receipt,16,50,WH01,REF1425
TXN005625,SP00109,2024-09-10,Receipt,7,54,WH03,REF1771
TXN005626,SP00181,2024-09-10,Receipt,7,115,WH02,REF9897
TXN005627,SP00183,2024-09-10,Issue,1,65,WH05,REF6413
TXN005628,SP00103,2024-09-10,Issue,5,73,WH04,REF1195
TXN005629,SP00031,2024-09-10,Receipt,15,105,WH05,REF8434
TXN005630,SP00113,2024-09-10,Issue,4,4,WH01,REF8961
TXN005631,SP00172,2024-09-10,Issue,2,105,WH01,REF6659
TXN005632,SP00121,2024-09-10,Issue,4,23,WH01,REF5971
TXN005633,SP00089,2024-09-10,Issue,3,74,WH04,REF1078
TXN005634,SP00130,2024-09-10,Issue,4,65,WH03,REF9861
TXN005635,SP00045,2024-09-10,Receipt,15,125,WH02,REF4916
TXN005636,SP00191,2024-09-10,Issue,5,19,WH03,REF2889
TXN005637,SP00064,2024-09-11,Issue,4,120,WH04,REF8615
TXN005638,SP00186,2024-09-11,Receipt,18,132,WH01,REF1153
TXN005639,SP00106,2024-09-11,Issue,2,83,WH03,REF6318
TXN005640,SP00046,2024-09-11,Receipt,19,83,WH02,REF2311
TXN005641,SP00098,2024-09-11,Issue,4,31,WH02,REF1730
TXN005642,SP00003,2024-09-11,Issue,2,73,WH03,REF7884
TXN005643,SP00148,2024-09-11,Receipt,19,75,WH03,REF9189
TXN005644,SP00140,2024-09-11,Receipt,13,108,WH03,REF2905
TXN005645,SP00064,2024-09-11,Receipt,14,134,WH05,REF5602
TXN005646,SP00096,2024-09-11,Receipt,6,55,WH05,REF5972
TXN005647,SP00060,2024-09-11,Receipt,19,72,WH02,REF2918
TXN005648,SP00093,2024-09-11,Issue,3,61,WH04,REF1320
TXN005649,SP00050,2024-09-11,Receipt,14,102,WH02,REF8924
TXN005650,SP00059,2024-09-11,Issue,5,54,WH05,REF6896
TXN005651,SP00137,2024-09-11,Receipt,14,37,WH04,REF7775
TXN005652,SP00046,2024-09-12,Issue,1,82,WH04,REF8744
TXN005653,SP00061,2024-09-12,Issue,4,73,WH03,REF5750
TXN005654,SP00006,2024-09-12,Issue,3,42,WH04,REF6593
TXN005655,SP00196,2024-09-12,Issue,5,55,WH05,REF8469
TXN005656,SP00146,2024-09-13,Issue,5,76,WH02,REF5850
TXN005657,SP00056,2024-09-13,Issue,3,148,WH01,REF4329
TXN005658,SP00070,2024-09-13,Issue,5,45,WH05,REF5224
TXN005659,SP00053,2024-09-13,Receipt,17,87,WH05,REF6715
TXN005660,SP00046,2024-09-13,Receipt,5,87,WH04,REF7208
TXN005661,SP00065,2024-09-14,Issue,5,40,WH02,REF7680
TXN005662,SP00098,2024-09-14,Issue,5,26,WH02,REF7713
TXN005663,SP00160,2024-09-14,Receipt,20,78,WH01,REF8255
TXN005664,SP00052,2024-09-14,Receipt,19,169,WH04,REF7137
TXN005665,SP00096,2024-09-14,Issue,2,53,WH05,REF7656
TXN005666,SP00083,2024-09-14,Issue,2,62,WH04,REF8674
TXN005667,SP00158,2024-09-14,Issue,4,89,WH01,REF2399
TXN005668,SP00045,2024-09-14,Issue,4,121,WH02,REF6858
TXN005669,SP00094,2024-09-14,Issue,5,31,WH05,REF7872
TXN005670,SP00152,2024-09-14,Issue,1,45,WH04,REF9841
TXN005671,SP00108,2024-09-14,Receipt,10,70,WH03,REF4304
TXN005672,SP00190,2024-09-14,Issue,2,34,WH02,REF1850
TXN005673,SP00194,2024-09-14,Receipt,11,36,WH05,REF4764
TXN005674,SP00179,2024-09-14,Issue,4,78,WH01,REF7572
TXN005675,SP00067,2024-09-15,Receipt,17,119,WH05,REF5236
TXN005676,SP00123,2024-09-15,Receipt,5,117,WH04,REF6632
TXN005677,SP00132,2024-09-15,Issue,2,28,WH03,REF8170
TXN005678,SP00090,2024-09-15,Issue,4,20,WH03,REF3303
TXN005679,SP00118,2024-09-15,Issue,1,40,WH02,REF9287
TXN005680,SP00004,2024-09-15,Issue,4,61,WH01,REF1540
TXN005681,SP00028,2024-09-15,Receipt,13,54,WH03,REF9700
TXN005682,SP00024,2024-09-15,Receipt,15,15,WH03,REF9711
TXN005683,SP00090,2024-09-15,Issue,3,17,WH02,REF2747
TXN005684,SP00174,2024-09-15,Issue,5,53,WH05,REF1160
TXN005685,SP00142,2024-09-15,Issue,3,85,WH03,REF6095
TXN005686,SP00061,2024-09-15,Receipt,5,78,WH03,REF5056
TXN005687,SP00126,2024-09-15,Receipt,18,87,WH03,REF3162
TXN005688,SP00115,2024-09-15,Issue,1,134,WH04,REF7951
TXN005689,SP00089,2024-09-16,Issue,4,70,WH05,REF7502
TXN005690,SP00054,2024-09-16,Issue,2,78,WH01,REF4746
TXN005691,SP00125,2024-09-16,Receipt,9,127,WH02,REF3004
TXN005692,SP00015,2024-09-16,Issue,1,68,WH04,REF1560
TXN005693,SP00162,2024-09-16,Receipt,7,96,WH05,REF6341
TXN005694,SP00002,2024-09-16,Issue,4,66,WH02,REF3158
TXN005695,SP00043,2024-09-16,Issue,4,19,WH05,REF9593
TXN005696,SP00173,2024-09-16,Receipt,10,84,WH05,REF9143
TXN005697,SP00009,2024-09-16,Issue,1,38,WH03,REF3580
TXN005698,SP00135,2024-09-16,Receipt,16,95,WH04,REF3845
TXN005699,SP00084,2024-09-16,Issue,1,134,WH04,REF7427
TXN005700,SP00040,2024-09-17,Issue,4,24,WH01,REF4841
TXN005701,SP00129,2024-09-17,Issue,2,78,WH05,REF9299
TXN005702,SP00023,2024-09-17,Issue,1,13,WH01,REF6311
TXN005703,SP00013,2024-09-17,Issue,1,64,WH02,REF9635
TXN005704,SP00114,2024-09-17,Issue,3,67,WH01,REF3458
TXN005705,SP00138,2024-09-17,Receipt,9,95,WH02,REF1059
TXN005706,SP00001,2024-09-17,Issue,4,15,WH03,REF5875
TXN005707,SP00097,2024-09-18,Receipt,7,69,WH04,REF5512
TXN005708,SP00053,2024-09-18,Issue,5,82,WH02,REF2116
TXN005709,SP00024,2024-09-18,Issue,3,12,WH04,REF7800
TXN005710,SP00195,2024-09-18,Issue,4,31,WH03,REF1293
TXN005711,SP00031,2024-09-18,Receipt,16,121,WH02,REF7647
TXN005712,SP00027,2024-09-18,Issue,5,0,WH04,REF5142
TXN005713,SP00026,2024-09-18,Issue,1,105,WH02,REF7524
TXN005714,SP00032,2024-09-18,Issue,5,0,WH03,REF5789
TXN005715,SP00106,2024-09-19,Issue,2,81,WH02,REF1219
TXN005716,SP00077,2024-09-19,Issue,3,106,WH05,REF9084
TXN005717,SP00183,2024-09-19,Issue,2,63,WH05,REF4541
TXN005718,SP00200,2024-09-19,Issue,1,13,WH04,REF1802
TXN005719,SP00052,2024-09-19,Receipt,13,182,WH03,REF8297
TXN005720,SP00147,2024-09-19,Receipt,9,33,WH02,REF3204
TXN005721,SP00010,2024-09-19,Issue,1,102,WH03,REF9708
TXN005722,SP00135,2024-09-19,Issue,1,94,WH05,REF8541
TXN005723,SP00049,2024-09-19,Issue,3,61,WH01,REF2750
TXN005724,SP00088,2024-09-19,Issue,4,84,WH05,REF8919
TXN005725,SP00151,2024-09-19,Issue,1,46,WH05,REF3115
TXN005726,SP00062,2024-09-19,Issue,5,58,WH02,REF1757
TXN005727,SP00140,2024-09-19,Issue,5,103,WH02,REF6780
TXN005728,SP00187,2024-09-19,Issue,2,26,WH02,REF8372
TXN005729,SP00057,2024-09-20,Receipt,11,46,WH04,REF6578
TXN005730,SP00112,2024-09-20,Issue,5,132,WH01,REF6630
TXN005731,SP00025,2024-09-20,Issue,3,50,WH03,REF3046
TXN005732,SP00121,2024-09-21,Issue,2,21,WH05,REF8268
TXN005733,SP00056,2024-09-21,Issue,5,143,WH02,REF1317
TXN005734,SP00125,2024-09-21,Receipt,19,146,WH03,REF8528
TXN005735,SP00163,2024-09-21,Issue,1,98,WH03,REF4006
TXN005736,SP00033,2024-09-22,Issue,4,134,WH02,REF7750
TXN005737,SP00039,2024-09-22,Issue,2,36,WH03,REF2306
TXN005738,SP00086,2024-09-22,Issue,5,74,WH02,REF2148
TXN005739,SP00145,2024-09-22,Issue,5,100,WH04,REF8365
TXN005740,SP00058,2024-09-22,Issue,4,22,WH04,REF8864
TXN005741,SP00145,2024-09-22,Issue,3,97,WH03,REF4133
TXN005742,SP00194,2024-09-22,Issue,2,34,WH03,REF5985
TXN005743,SP00128,2024-09-23,Receipt,20,144,WH02,REF7166
TXN005744,SP00144,2024-09-23,Issue,1,18,WH03,REF7653
TXN005745,SP00006,2024-09-23,Receipt,14,56,WH02,REF9495
TXN005746,SP00087,2024-09-23,Receipt,6,44,WH02,REF1768
TXN005747,SP00130,2024-09-23,Receipt,12,77,WH03,REF9748
TXN005748,SP00037,2024-09-23,Issue,3,65,WH02,REF5800
TXN005749,SP00029,2024-09-23,Issue,4,115,WH01,REF1500
TXN005750,SP00016,2024-09-23,Receipt,14,29,WH01,REF2078
TXN005751,SP00085,2024-09-23,Issue,3,126,WH04,REF4736
TXN005752,SP00063,2024-09-23,Issue,2,130,WH03,REF3749
TXN005753,SP00165,2024-09-23,Issue,2,87,WH02,REF6996
TXN005754,SP00115,2024-09-23,Issue,2,132,WH01,REF4617
TXN005755,SP00199,2024-09-24,Receipt,12,45,WH01,REF2384
TXN005756,SP00051,2024-09-24,Receipt,13,138,WH01,REF2642
TXN005757,SP00121,2024-09-24,Issue,2,19,WH04,REF4960
TXN005758,SP00189,2024-09-24,Issue,1,6,WH04,REF4020
TXN005759,SP00180,2024-09-24,Receipt,17,59,WH03,REF2078
TXN005760,SP00166,2024-09-24,Issue,3,166,WH04,REF1208
TXN005761,SP00126,2024-09-24,Receipt,7,94,WH05,REF5356
TXN005762,SP00162,2024-09-24,Issue,5,91,WH02,REF4562
TXN005763,SP00037,2024-09-24,Receipt,13,78,WH04,REF6016
TXN005764,SP00162,2024-09-25,Issue,5,86,WH02,REF6292
TXN005765,SP00066,2024-09-25,Issue,4,26,WH04,REF8809
TXN005766,SP00012,2024-09-25,Receipt,7,124,WH03,REF5082
TXN005767,SP00137,2024-09-25,Receipt,5,42,WH02,REF3722
TXN005768,SP00129,2024-09-25,Issue,2,76,WH03,REF8618
TXN005769,SP00006,2024-09-26,Receipt,17,73,WH03,REF1173
TXN005770,SP00200,2024-09-26,Issue,2,11,WH02,REF1260
TXN005771,SP00154,2024-09-26,Issue,1,8,WH04,REF5925
TXN005772,SP00009,2024-09-26,Receipt,18,56,WH01,REF6107
TXN005773,SP00061,2024-09-26,Issue,4,74,WH05,REF9009
TXN005774,SP00178,2024-09-26,Issue,3,40,WH03,REF5256
TXN005775,SP00147,2024-09-26,Issue,1,32,WH03,REF3884
TXN005776,SP00107,2024-09-26,Issue,1,55,WH04,REF9072
TXN005777,SP00068,2024-09-26,Issue,1,69,WH04,REF8256
TXN005778,SP00081,2024-09-26,Receipt,13,80,WH05,REF4680
TXN005779,SP00155,2024-09-26,Issue,3,30,WH02,REF7557
TXN005780,SP00018,2024-09-26,Issue,3,61,WH03,REF4473
TXN005781,SP00122,2024-09-26,Receipt,10,103,WH03,REF3859
TXN005782,SP00154,2024-09-26,Issue,5,3,WH02,REF6478
TXN005783,SP00138,2024-09-27,Issue,5,90,WH01,REF4626
TXN005784,SP00020,2024-09-27,Issue,4,98,WH02,REF5542
TXN005785,SP00151,2024-09-27,Issue,2,44,WH01,REF3962
TXN005786,SP00007,2024-09-27,Receipt,18,57,WH03,REF2662
TXN005787,SP00118,2024-09-27,Receipt,9,49,WH03,REF8793
TXN005788,SP00019,2024-09-27,Receipt,5,52,WH05,REF9826
TXN005789,SP00017,2024-09-27,Issue,4,147,WH02,REF1900
TXN005790,SP00182,2024-09-27,Issue,3,120,WH01,REF6311
TXN005791,SP00101,2024-09-27,Receipt,17,34,WH01,REF3056
TXN005792,SP00033,2024-09-27,Issue,2,132,WH03,REF2570
TXN005793,SP00123,2024-09-28,Issue,1,116,WH03,REF6840
TXN005794,SP00196,2024-09-28,Issue,4,51,WH01,REF5370
TXN005795,SP00033,2024-09-28,Issue,1,131,WH03,REF3488
TXN005796,SP00138,2024-09-29,Receipt,14,104,WH03,REF7443
TXN005797,SP00132,2024-09-29,Issue,1,27,WH05,REF3560
TXN005798,SP00173,2024-09-29,Issue,3,81,WH01,REF3156
TXN005799,SP00186,2024-09-29,Issue,5,127,WH01,REF8967
TXN005800,SP00139,2024-09-29,Receipt,7,51,WH05,REF2493
TXN005801,SP00173,2024-09-30,Receipt,16,97,WH01,REF6722
TXN005802,SP00064,2024-09-30,Receipt,12,146,WH03,REF5160
TXN005803,SP00060,2024-09-30,Receipt,7,79,WH05,REF8707
TXN005804,SP00015,2024-09-30,Issue,4,64,WH03,REF6864
TXN005805,SP00088,2024-09-30,Issue,1,83,WH04,REF8081
TXN005806,SP00054,2024-09-30,Receipt,10,88,WH05,REF3153
TXN005807,SP00131,2024-10-01,Issue,1,132,WH04,REF2971
TXN005808,SP00194,2024-10-01,Receipt,9,43,WH01,REF9789
TXN005809,SP00123,2024-10-01,Issue,4,112,WH02,REF6176
TXN005810,SP00070,2024-10-01,Issue,1,44,WH04,REF8140
TXN005811,SP00081,2024-10-01,Receipt,15,95,WH01,REF5737
TXN005812,SP00048,2024-10-01,Issue,3,55,WH05,REF7314
TXN005813,SP00132,2024-10-01,Issue,3,24,WH04,REF8297
TXN005814,SP00013,2024-10-02,Receipt,14,78,WH02,REF4535
TXN005815,SP00124,2024-10-02,Issue,4,41,WH01,REF9276
TXN005816,SP00187,2024-10-02,Issue,5,21,WH01,REF2790
TXN005817,SP00119,2024-10-02,Issue,3,58,WH04,REF2573
TXN005818,SP00017,2024-10-02,Receipt,11,158,WH05,REF3437
TXN005819,SP00104,2024-10-02,Issue,5,123,WH05,REF9205
TXN005820,SP00109,2024-10-02,Issue,5,49,WH05,REF4393
TXN005821,SP00142,2024-10-02,Issue,4,81,WH01,REF7322
TXN005822,SP00070,2024-10-02,Receipt,8,52,WH04,REF9327
TXN005823,SP00134,2024-10-02,Issue,5,83,WH03,REF2451
TXN005824,SP00100,2024-10-03,Receipt,16,98,WH04,REF1749
TXN005825,SP00104,2024-10-03,Receipt,6,129,WH05,REF7255
TXN005826,SP00063,2024-10-03,Issue,4,126,WH05,REF9786
TXN005827,SP00118,2024-10-03,Receipt,17,66,WH04,REF3885
TXN005828,SP00113,2024-10-03,Issue,1,3,WH04,REF3557
TXN005829,SP00197,2024-10-03,Receipt,10,96,WH01,REF2839
TXN005830,SP00033,2024-10-03,Issue,3,128,WH04,REF3528
TXN005831,SP00184,2024-10-03,Issue,4,88,WH02,REF6762
TXN005832,SP00082,2024-10-03,Issue,1,28,WH04,REF9450
TXN005833,SP00192,2024-10-03,Issue,1,0,WH05,REF4636
TXN005834,SP00135,2024-10-03,Issue,4,90,WH05,REF8265
TXN005835,SP00063,2024-10-04,Receipt,16,142,WH01,REF5182
TXN005836,SP00073,2024-10-04,Issue,3,50,WH05,REF9988
TXN005837,SP00050,2024-10-04,Issue,4,98,WH01,REF5263
TXN005838,SP00021,2024-10-04,Issue,3,114,WH05,REF1578
TXN005839,SP00071,2024-10-04,Receipt,17,104,WH05,REF9439
TXN005840,SP00138,2024-10-04,Receipt,19,123,WH03,REF2120
TXN005841,SP00060,2024-10-04,Receipt,15,94,WH04,REF2654
TXN005842,SP00101,2024-10-04,Issue,3,31,WH03,REF8063
TXN005843,SP00088,2024-10-04,Issue,5,78,WH03,REF7589
TXN005844,SP00095,2024-10-04,Issue,3,43,WH02,REF2464
TXN005845,SP00011,2024-10-04,Issue,4,109,WH02,REF3401
TXN005846,SP00142,2024-10-05,Receipt,9,90,WH03,REF9671
TXN005847,SP00052,2024-10-05,Receipt,16,198,WH04,REF6427
TXN005848,SP00078,2024-10-05,Receipt,11,82,WH02,REF8695
TXN005849,SP00088,2024-10-06,Issue,2,76,WH01,REF4277
TXN005850,SP00084,2024-10-06,Issue,4,130,WH05,REF8881
TXN005851,SP00007,2024-10-06,Issue,2,55,WH04,REF2765
TXN005852,SP00180,2024-10-06,Issue,5,54,WH04,REF3518
TXN005853,SP00075,2024-10-06,Issue,1,57,WH02,REF5302
TXN005854,SP00162,2024-10-06,Issue,2,84,WH03,REF5752
TXN005855,SP00057,2024-10-06,Issue,1,45,WH01,REF6604
TXN005856,SP00077,2024-10-06,Issue,1,105,WH05,REF1597
TXN005857,SP00179,2024-10-06,Issue,5,73,WH05,REF4420
TXN005858,SP00065,2024-10-06,Issue,4,36,WH04,REF8507
TXN005859,SP00199,2024-10-06,Issue,5,40,WH04,REF3213
TXN005860,SP00121,2024-10-06,Issue,1,18,WH04,REF4515
TXN005861,SP00018,2024-10-06,Issue,3,58,WH02,REF9620
TXN005862,SP00124,2024-10-06,Issue,1,40,WH01,REF1490
TXN005863,SP00006,2024-10-07,Issue,2,71,WH03,REF3578
TXN005864,SP00095,2024-10-07,Issue,5,38,WH02,REF1290
TXN005865,SP00048,2024-10-07,Issue,3,52,WH01,REF8170
